# 总词数: 487833
# 词汇表大小: 21961
# 格式: 词语	频次	频率
#==================================================
逃	4	0.000008
魏	4	0.000008
漳州	4	0.000008
纺织品	4	0.000008
过早	4	0.000008
送别	4	0.000008
遗容	4	0.000008
瞻仰	4	0.000008
遗物	4	0.000008
话剧团	4	0.000008
疑虑	4	0.000008
火柴	4	0.000008
纺织厂	4	0.000008
榆次	4	0.000008
运销	4	0.000008
晒太阳	4	0.000008
科教	4	0.000008
免税	4	0.000008
清林	4	0.000008
团委	4	0.000008
群众运动	4	0.000008
解放区	4	0.000008
盐城	4	0.000008
脱节	4	0.000008
漫画	4	0.000008
许家坝	4	0.000008
博导	4	0.000008
外交学	4	0.000008
姆卡帕	4	0.000008
可漂	4	0.000008
负面	4	0.000008
咖啡豆	4	0.000008
壳	4	0.000008
ke2	4	0.000008
拉美	4	0.000008
敌视	4	0.000008
马吉德	4	0.000008
在野党	4	0.000008
泰铢	4	0.000008
到期	4	0.000008
革命军	4	0.000008
坚挺	4	0.000008
攀升	4	0.000008
炒货	4	0.000008
干椰枣	4	0.000008
勘探者	4	0.000008
原始	4	0.000008
残	4	0.000008
请教	4	0.000008
低压	4	0.000008
小车	4	0.000008
农电工	4	0.000008
后台	4	0.000008
围观	4	0.000008
瘫	4	0.000008
手提包	4	0.000008
幼虎	4	0.000008
刹	4	0.000008
礼金	4	0.000008
信用社	4	0.000008
栀	4	0.000008
肇事罪	4	0.000008
毁灭	4	0.000008
伸出	4	0.000008
继美	4	0.000008
军政	4	0.000008
中条山	4	0.000008
事变	4	0.000008
白面	4	0.000008
爱戴	4	0.000008
油流	4	0.000008
银根	4	0.000008
刺激	4	0.000008
区间	4	0.000008
画册	4	0.000008
春运	4	0.000008
增开	4	0.000008
中原	4	0.000008
抗旱	4	0.000008
新四军	4	0.000008
歼灭	4	0.000008
用字	4	0.000008
逸夫	4	0.000008
西游记宫	4	0.000008
计生委	4	0.000008
书法集	4	0.000008
科普部	4	0.000008
科技处	4	0.000008
主任医师	4	0.000008
牧区	4	0.000008
塔拉索夫	4	0.000008
罗德	4	0.000008
拉森	4	0.000008
八八八八八	4	0.000008
合作制	4	0.000008
积淀	4	0.000008
控制力	4	0.000008
裂变	4	0.000008
满怀信心	3	0.000006
稳步前进	3	0.000006
大义	3	0.000006
奉行	3	0.000006
谢谢	3	0.000006
献辞	3	0.000006
威望	3	0.000006
亿万	3	0.000006
有待	3	0.000006
里程碑	3	0.000006
两手	3	0.000006
鼓	3	0.000006
官僚主义	3	0.000006
以身作则	3	0.000006
瞩目	3	0.000006
进取	3	0.000006
流光溢彩	3	0.000006
指挥家	3	0.000006
音乐家	3	0.000006
精湛	3	0.000006
乐曲声	3	0.000006
改编	3	0.000006
田野	3	0.000006
莫	3	0.000006
迷人	3	0.000006
交响曲	3	0.000006
依次	3	0.000006
将要	3	0.000006
千瓦	3	0.000006
热电厂	3	0.000006
一一	3	0.000006
限	3	0.000006
后代	3	0.000006
奔波	3	0.000006
计较	3	0.000006
无私奉献	3	0.000006
合肥市	3	0.000006
红灯笼	3	0.000006
舞	3	0.000006
主力军	3	0.000006
投身	3	0.000006
主人翁	3	0.000006
日喀则	3	0.000006
安多县	3	0.000006
卓有成效	3	0.000006
党政军民	3	0.000006
调运	3	0.000006
急需	3	0.000006
优越	3	0.000006
前锋	3	0.000006
饱受	3	0.000006
蓝图	3	0.000006
敬意	3	0.000006
颁证会	3	0.000006
法制化	3	0.000006
神圣	3	0.000006
聪明	3	0.000006
冒雨	3	0.000006
交谈	3	0.000006
增效	3	0.000006
完美	3	0.000006
聪明才智	3	0.000006
振中	3	0.000006
庄重	3	0.000006
转产	3	0.000006
人力	3	0.000006
九七	3	0.000006
九八	3	0.000006
启	3	0.000006
雯	3	0.000006
撞	3	0.000006
入境	3	0.000006
万万	3	0.000006
建设性	3	0.000006
新高	3	0.000006
海域	3	0.000006
会战	3	0.000006
井	3	0.000006
九十	3	0.000006
五万	3	0.000006
用水	3	0.000006
孟	3	0.000006
大连港	3	0.000006
基数	3	0.000006
法案	3	0.000006
欠款	3	0.000006
常任	3	0.000006
理事国	3	0.000006
说了算	3	0.000006
无条件	3	0.000006
伊斯兰堡	3	0.000006
大法官	3	0.000006
选票	3	0.000006
获胜	3	0.000006
提名	3	0.000006
约翰内斯堡	3	0.000006
毅	3	0.000006
谢意	3	0.000006
欢欣鼓舞	3	0.000006
独资	3	0.000006
迟迟	3	0.000006
摧残	3	0.000006
中山	3	0.000006
飞速	3	0.000006
主席国	3	0.000006
发展史	3	0.000006
领事馆	3	0.000006
打下	3	0.000006
局限	3	0.000006
谅解	3	0.000006
捍卫	3	0.000006
苦难	3	0.000006
可观	3	0.000006
尽如人意	3	0.000006
金克尔	3	0.000006
焕然一新	3	0.000006
吹风会	3	0.000006
注明	3	0.000006
不当	3	0.000006
原先	3	0.000006
恩古巴尼	3	0.000006
五金	3	0.000006
文具	3	0.000006
亚太地区	3	0.000006
fen4	3	0.000006
河内	3	0.000006
凌	3	0.000006
文凯	3	0.000006
购买力	3	0.000006
当务之急	3	0.000006
约翰	3	0.000006
复兴	3	0.000006
篮子	3	0.000006
本人	3	0.000006
医疗队	3	0.000006
卫生部长	3	0.000006
煤矿	3	0.000006
用途	3	0.000006
赞	3	0.000006
宏图	3	0.000006
塔里木	3	0.000006
维吾尔族	3	0.000006
摒弃	3	0.000006
某部	3	0.000006
连长	3	0.000006
一批批	3	0.000006
士兵	3	0.000006
甜	3	0.000006
风尚	3	0.000006
亚光	3	0.000006
歌词	3	0.000006
意境	3	0.000006
英勇	3	0.000006
简明	3	0.000006
责任感	3	0.000006
锋芒	3	0.000006
飞过	3	0.000006
窑洞	3	0.000006
黄土	3	0.000006
倾听	3	0.000006
坚毅	3	0.000006
喧嚣	3	0.000006
035	3	0.000006
036	3	0.000006
蹲	3	0.000006
孤独	3	0.000006
树叶	3	0.000006
旋转	3	0.000006
缝	3	0.000006
斑斓	3	0.000006
挺拔	3	0.000006
帽子	3	0.000006
期望	3	0.000006
e	3	0.000006
心底	3	0.000006
希冀	3	0.000006
灵魂	3	0.000006
摘	3	0.000006
此刻	3	0.000006
烂漫	3	0.000006
汗水	3	0.000006
耕耘	3	0.000006
懈怠	3	0.000006
无尽	3	0.000006
成败	3	0.000006
沉思	3	0.000006
永恒	3	0.000006
绽放	3	0.000006
犹如	3	0.000006
寂寞	3	0.000006
抑或	3	0.000006
昼夜	3	0.000006
理智	3	0.000006
诗人	3	0.000006
收割	3	0.000006
精美	3	0.000006
性格	3	0.000006
苍山	3	0.000006
秀丽	3	0.000006
传说	3	0.000006
阿朵	3	0.000006
姑娘	3	0.000006
邀	3	0.000006
文化馆	3	0.000006
曲	3	0.000006
参考	3	0.000006
稿	3	0.000006
道谢	3	0.000006
出乎意料	3	0.000006
相遇	3	0.000006
令人感动	3	0.000006
里程	3	0.000006
洋溢	3	0.000006
贺年	3	0.000006
明信片	3	0.000006
豪华	3	0.000006
朴素	3	0.000006
简洁	3	0.000006
摞	3	0.000006
浓	3	0.000006
清新	3	0.000006
意味	3	0.000006
难免	3	0.000006
尽可能	3	0.000006
工业品	3	0.000006
鱼儿	3	0.000006
笔下	3	0.000006
卖主	3	0.000006
粗	3	0.000006
乌骨鸡	3	0.000006
老家	3	0.000006
饲料	3	0.000006
同一	3	0.000006
物品	3	0.000006
羊肉	3	0.000006
溜	3	0.000006
看看	3	0.000006
市斤	3	0.000006
悟	3	0.000006
求得	3	0.000006
头脑	3	0.000006
争相	3	0.000006
那位	3	0.000006
舒心	3	0.000006
花生	3	0.000006
招	3	0.000006
哇	3	0.000006
八月	3	0.000006
鲜	3	0.000006
挑选	3	0.000006
价	3	0.000006
心眼	3	0.000006
大自然	3	0.000006
家门	3	0.000006
照耀	3	0.000006
绝	3	0.000006
窗户	3	0.000006
气息	3	0.000006
串	3	0.000006
无党派	3	0.000006
知识分子	3	0.000006
友人	3	0.000006
毛泽东思想	3	0.000006
欢聚一堂	3	0.000006
共度	3	0.000006
全文	3	0.000006
万年	3	0.000006
春云	3	0.000006
兆国	3	0.000006
孚凌	3	0.000006
光亚	3	0.000006
文瑞	3	0.000006
严寒	3	0.000006
心脏	3	0.000006
沿线	3	0.000006
大街小巷	3	0.000006
建筑物	3	0.000006
冬日	3	0.000006
游玩	3	0.000006
对照	3	0.000006
花城	3	0.000006
风筝	3	0.000006
豫剧团	3	0.000006
激动人心	3	0.000006
山城	3	0.000006
飘香	3	0.000006
园林	3	0.000006
珊瑚	3	0.000006
菊	3	0.000006
省市	3	0.000006
栋梁材	3	0.000006
北京大学	3	0.000006
整齐	3	0.000006
响应	3	0.000006
激越	3	0.000006
青春	3	0.000006
喜迎	3	0.000006
揭开	3	0.000006
义演	3	0.000006
失传	3	0.000006
歌声	3	0.000006
有芳	3	0.000006
南京市	3	0.000006
民情	3	0.000006
被子	3	0.000006
寒冬	3	0.000006
过节	3	0.000006
中下游	3	0.000006
黄海	3	0.000006
小到中雪	3	0.000006
游览	3	0.000006
如常	3	0.000006
大事录	3	0.000006
第一手	3	0.000006
审慎	3	0.000006
路上	3	0.000006
多元	3	0.000006
引述	3	0.000006
分社	3	0.000006
社长	3	0.000006
无比	3	0.000006
港人	3	0.000006
羽毛球	3	0.000006
健身	3	0.000006
枪	3	0.000006
群山	3	0.000006
挺进	3	0.000006
发强	3	0.000006
艰难险阻	3	0.000006
港澳	3	0.000006
及早	3	0.000006
区域化	3	0.000006
妨碍	3	0.000006
曲折	3	0.000006
阻挡	3	0.000006
上旬	3	0.000006
雨夹雪	3	0.000006
旺盛	3	0.000006
万亿	3	0.000006
难关	3	0.000006
民主化	3	0.000006
立派	3	0.000006
齐心协力	3	0.000006
放慢	3	0.000006
服务队	3	0.000006
阿联酋	3	0.000006
忽然	3	0.000006
门外	3	0.000006
年纪	3	0.000006
遥控	3	0.000006
英语	3	0.000006
办公楼	3	0.000006
字样	3	0.000006
小雨	3	0.000006
竖起	3	0.000006
响起	3	0.000006
脸上	3	0.000006
贺电	3	0.000006
演艺界	3	0.000006
干杯	3	0.000006
坚信	3	0.000006
锡生	3	0.000006
专访	3	0.000006
和平谈判	3	0.000006
动辄	3	0.000006
宪章	3	0.000006
代理	3	0.000006
宽敞	3	0.000006
不约而同	3	0.000006
奇卢巴	3	0.000006
下令	3	0.000006
上周	3	0.000006
拘留	3	0.000006
卡翁达	3	0.000006
软禁	3	0.000006
当场	3	0.000006
通告	3	0.000006
管辖	3	0.000006
财政部长	3	0.000006
国营	3	0.000006
的话	3	0.000006
激起	3	0.000006
深沉	3	0.000006
厚重	3	0.000006
主流	3	0.000006
抗	3	0.000006
感染	3	0.000006
场景	3	0.000006
美学	3	0.000006
英雄主义	3	0.000006
情怀	3	0.000006
zuo4	3	0.000006
金色	3	0.000006
悲鸿	3	0.000006
透视学	3	0.000006
复	3	0.000006
贪	3	0.000006
斑鸠	3	0.000006
柏	3	0.000006
绘画	3	0.000006
奔赴	3	0.000006
芙蓉	3	0.000006
代表性	3	0.000006
密	3	0.000006
Bg	3	0.000006
dai1	3	0.000006
功力	3	0.000006
滋润	3	0.000006
山水	3	0.000006
直观	3	0.000006
青岛	3	0.000006
收录	3	0.000006
画院	3	0.000006
感悟	3	0.000006
凸现	3	0.000006
天地	3	0.000006
滞后	3	0.000006
木材	3	0.000006
银川市	3	0.000006
奶牛	3	0.000006
饲养量	3	0.000006
鸡	3	0.000006
恩华	3	0.000006
相聚	3	0.000006
地下	3	0.000006
di4xia4	3	0.000006
记住	3	0.000006
踏踏实实	3	0.000006
做人	3	0.000006
男孩	3	0.000006
热土	3	0.000006
可歌可泣	3	0.000006
只身	3	0.000006
外头	3	0.000006
诉说	3	0.000006
英模	3	0.000006
竞	3	0.000006
作物	3	0.000006
歌舞	3	0.000006
硬件	3	0.000006
大为	3	0.000006
分管	3	0.000006
党政机关	3	0.000006
讲解	3	0.000006
随处可见	3	0.000006
爷爷	3	0.000006
身影	3	0.000006
二千	3	0.000006
商厦	3	0.000006
鞋	3	0.000006
大中小	3	0.000006
高雅	3	0.000006
缓缓	3	0.000006
口岸	3	0.000006
注视	3	0.000006
巨幅	3	0.000006
实况	3	0.000006
静静	3	0.000006
应变	3	0.000006
地点	3	0.000006
车主	3	0.000006
高架	3	0.000006
名著	3	0.000006
宗教	3	0.000006
古迹	3	0.000006
通史	3	0.000006
家族	3	0.000006
赖	3	0.000006
实质性	3	0.000006
待遇	3	0.000006
必由之路	3	0.000006
半数	3	0.000006
引水	3	0.000006
少生快富	3	0.000006
娶	3	0.000006
科教兴国	3	0.000006
种植业	3	0.000006
示范户	3	0.000006
能手	3	0.000006
肉猪	3	0.000006
扩展	3	0.000006
村子	3	0.000006
大专	3	0.000006
视察	3	0.000006
老区	3	0.000006
房前	3	0.000006
屋后	3	0.000006
随手	3	0.000006
干净	3	0.000006
庭院	3	0.000006
结合部	3	0.000006
样	3	0.000006
集体经济	3	0.000006
义务劳动	3	0.000006
双泾	3	0.000006
邻里	3	0.000006
安定	3	0.000006
善	3	0.000006
中标	3	0.000006
吐	3	0.000006
招标	3	0.000006
签定	3	0.000006
概算	3	0.000006
全线	3	0.000006
跑道	3	0.000006
货运	3	0.000006
起飞	3	0.000006
上演	3	0.000006
收复	3	0.000006
叙利亚	3	0.000006
通报	3	0.000006
活页	3	0.000006
新版	3	0.000006
谦	3	0.000006
放飞	3	0.000006
握住	3	0.000006
机长	3	0.000006
束	3	0.000006
超音速	3	0.000006
密集	3	0.000006
厚礼	3	0.000006
总共	3	0.000006
欢度	3	0.000006
鸣枪	3	0.000006
十七	3	0.000006
爆竹	3	0.000006
亡	3	0.000006
烟花	3	0.000006
袖手旁观	3	0.000006
不安	3	0.000006
席卷	3	0.000006
值得一提的是	3	0.000006
为何	3	0.000006
轻视	3	0.000006
底子	3	0.000006
再说	3	0.000006
起先	3	0.000006
保护主义	3	0.000006
琼斯	3	0.000006
警示	3	0.000006
冷战	3	0.000006
前所未有	3	0.000006
以免	3	0.000006
渥太华	3	0.000006
付款	3	0.000006
将来	3	0.000006
梦魁	3	0.000006
受损	3	0.000006
转轨	3	0.000006
纸币	3	0.000006
不便	3	0.000006
杜比宁	3	0.000006
香榭丽舍	3	0.000006
团团	3	0.000006
喇叭	3	0.000006
不停	3	0.000006
探	3	0.000006
好运	3	0.000006
奥地利	3	0.000006
知名人士	3	0.000006
梅塔	3	0.000006
经久不衰	3	0.000006
大体	3	0.000006
童声	3	0.000006
波波卡特佩特	3	0.000006
火山灰	3	0.000006
公报	3	0.000006
伴有	3	0.000006
起火	3	0.000006
尼加拉瓜	3	0.000006
重返	3	0.000006
调查局	3	0.000006
改为	3	0.000006
兵学	3	0.000006
手法	3	0.000006
立传	3	0.000006
兵法	3	0.000006
先河	3	0.000006
三千	3	0.000006
长篇	3	0.000006
德生	3	0.000006
纪事	3	0.000006
丧失	3	0.000006
恰恰	3	0.000006
育	3	0.000006
光彩	3	0.000006
甘愿	3	0.000006
前辈	3	0.000006
养成	3	0.000006
兼备	3	0.000006
诗	3	0.000006
一向	3	0.000006
罢	3	0.000006
绚丽	3	0.000006
图文并茂	3	0.000006
图谱	3	0.000006
插图	3	0.000006
文学史	3	0.000006
限于	3	0.000006
博览	3	0.000006
历史学	3	0.000006
乃是	3	0.000006
顿	3	0.000006
知名度	3	0.000006
窗牖	3	0.000006
拔高	3	0.000006
幸运	3	0.000006
亲友	3	0.000006
报社	3	0.000006
招收	3	0.000006
丽生	3	0.000006
写信	3	0.000006
姐夫	3	0.000006
平易近人	3	0.000006
大海	3	0.000006
美洲	3	0.000006
气质	3	0.000006
神州	3	0.000006
无怨无悔	3	0.000006
发乎	3	0.000006
大都	3	0.000006
化	3	0.000006
流畅	3	0.000006
得体	3	0.000006
地缘	3	0.000006
川籍	3	0.000006
新颖	3	0.000006
触及	3	0.000006
自从	3	0.000006
敏捷	3	0.000006
双重	3	0.000006
报告文学	3	0.000006
塔克拉玛干	3	0.000006
储量	3	0.000006
发愁	3	0.000006
焦虑	3	0.000006
世界级	3	0.000006
征服	3	0.000006
艾	3	0.000006
沙	3	0.000006
湖州	3	0.000006
破船	3	0.000006
rz3	3	0.000006
恰	3	0.000006
找上门	3	0.000006
正规	3	0.000006
前者	3	0.000006
精简	3	0.000006
湖州市	3	0.000006
一连	3	0.000006
外销	3	0.000006
赔钱	3	0.000006
不景气	3	0.000006
首期	3	0.000006
动情	3	0.000006
村村	3	0.000006
凡是	3	0.000006
应征	3	0.000006
感召力	3	0.000006
好好	3	0.000006
长征	3	0.000006
功勋	3	0.000006
后面	3	0.000006
自下而上	3	0.000006
蓄	3	0.000006
瀑布	3	0.000006
山地	3	0.000006
全乡	3	0.000006
大旱	3	0.000006
丰产	3	0.000006
症结	3	0.000006
盗	3	0.000006
电线	3	0.000006
大水	3	0.000006
上来	3	0.000006
受益	3	0.000006
保安	3	0.000006
变更	3	0.000006
几千	3	0.000006
延伸	3	0.000006
视为	3	0.000006
混	3	0.000006
标语	3	0.000006
架次	3	0.000006
接纳	3	0.000006
朝阳区	3	0.000006
协和	3	0.000006
义诊	3	0.000006
婚姻	3	0.000006
昌爱	3	0.000006
省柴节煤灶	3	0.000006
闹	3	0.000006
温棚	3	0.000006
钢架	3	0.000006
整	3	0.000006
水泥路	3	0.000006
辐射	3	0.000006
行政村	3	0.000006
名贵	3	0.000006
显现	3	0.000006
雏形	3	0.000006
创出	3	0.000006
贵阳市	3	0.000006
贴息	3	0.000006
保险金	3	0.000006
调剂	3	0.000006
所属	3	0.000006
生病	3	0.000006
疾病	3	0.000006
黑白	3	0.000006
持有	3	0.000006
就读	3	0.000006
配偶	3	0.000006
界别	3	0.000006
议席	3	0.000006
编制	3	0.000006
登记表	3	0.000006
晴到多云	3	0.000006
晴到少云	3	0.000006
先行	3	0.000006
鹤山市	3	0.000006
动工	3	0.000006
纵横交错	3	0.000006
方圆	3	0.000006
密度	3	0.000006
实干	3	0.000006
企事业	3	0.000006
根除	3	0.000006
市内	3	0.000006
举重	3	0.000006
机关报	3	0.000006
爆炸	3	0.000006
小幅	3	0.000006
盾	3	0.000006
低点	3	0.000006
最高峰	3	0.000006
洒	3	0.000006
吹	3	0.000006
壮观	3	0.000006
年华	3	0.000006
观赏	3	0.000006
危险	3	0.000006
以至于	3	0.000006
镜头	3	0.000006
捕捉	3	0.000006
抬头	3	0.000006
遗传	3	0.000006
政坛	3	0.000006
迫害	3	0.000006
贝当	3	0.000006
集中营	3	0.000006
审判	3	0.000006
成千上万	3	0.000006
政界	3	0.000006
曰	3	0.000006
戴高乐	3	0.000006
二战	3	0.000006
hao3	3	0.000006
恐怕	3	0.000006
竞选	3	0.000006
史料	3	0.000006
改名	3	0.000006
西	3	0.000006
奥斯曼帝国	3	0.000006
彩釉	3	0.000006
朝圣	3	0.000006
使者	3	0.000006
禁用	3	0.000006
宏大	3	0.000006
富裕	3	0.000006
掠过	3	0.000006
沙滩	3	0.000006
树枝	3	0.000006
盛开	3	0.000006
识	3	0.000006
外籍	3	0.000006
印度	3	0.000006
斯里兰卡	3	0.000006
服务性	3	0.000006
绝迹	3	0.000006
海边	3	0.000006
残酷	3	0.000006
汪洋	3	0.000006
驶往	3	0.000006
小岛	3	0.000006
海风	3	0.000006
觉	3	0.000006
果树	3	0.000006
搬	3	0.000006
难怪	3	0.000006
美称	3	0.000006
卧室	3	0.000006
木床	3	0.000006
一应俱全	3	0.000006
置	3	0.000006
船只	3	0.000006
鱼汤	3	0.000006
鲜美	3	0.000006
睡	3	0.000006
伴	3	0.000006
湿润	3	0.000006
老式	3	0.000006
睡美人	3	0.000006
执著	3	0.000006
换取	3	0.000006
成年人	3	0.000006
边疆	3	0.000006
导演	3	0.000006
鲜红	3	0.000006
大笑	3	0.000006
难以忘怀	3	0.000006
熟睡	3	0.000006
游戏	3	0.000006
可读性	3	0.000006
全会	3	0.000006
打消	3	0.000006
发票	3	0.000006
塔里木河	3	0.000006
塔河	3	0.000006
开荒	3	0.000006
锐减	3	0.000006
舒服	3	0.000006
价钱	3	0.000006
严加	3	0.000006
年末	3	0.000006
南昌市	3	0.000006
一幢幢	3	0.000006
拆迁房	3	0.000006
房屋	3	0.000006
信用	3	0.000006
未知	3	0.000006
题目	3	0.000006
本栏	3	0.000006
感想	3	0.000006
星期	3	0.000006
师范大学	3	0.000006
给水团	3	0.000006
丁根	3	0.000006
不错	3	0.000006
队长	3	0.000006
公交	3	0.000006
分公司	3	0.000006
同事	3	0.000006
功课	3	0.000006
家门口	3	0.000006
今晚报	3	0.000006
楼上	3	0.000006
订户	3	0.000006
抢占	3	0.000006
心里话	3	0.000006
东方不亮西方亮	3	0.000006
栽	3	0.000006
兴旺	3	0.000006
营运	3	0.000006
调研	3	0.000006
别的	3	0.000006
照	3	0.000006
先例	3	0.000006
四跨	3	0.000006
误解	3	0.000006
大于	3	0.000006
单个	3	0.000006
储藏	3	0.000006
是因为	3	0.000006
均衡	3	0.000006
壁垒	3	0.000006
通行	3	0.000006
甩	3	0.000006
塞	3	0.000006
无关	3	0.000006
由此可见	3	0.000006
鸡蛋	3	0.000006
恰当	3	0.000006
同类	3	0.000006
网点	3	0.000006
出击	3	0.000006
子	3	0.000006
归还	3	0.000006
前期	3	0.000006
派驻	3	0.000006
届时	3	0.000006
索尼	3	0.000006
大举	3	0.000006
娱乐业	3	0.000006
得失	3	0.000006
理论界	3	0.000006
规避	3	0.000006
母子公司	3	0.000006
构造	3	0.000006
财务	3	0.000006
评论员	3	0.000006
貌似	3	0.000006
埋头苦干	3	0.000006
盯	3	0.000006
某个	3	0.000006
失误	3	0.000006
息息相关	3	0.000006
兑现	3	0.000006
省会	3	0.000006
巡回	3	0.000006
芭蕾舞	3	0.000006
克里姆林宫	3	0.000006
铁路桥	3	0.000006
大修	3	0.000006
无缝	3	0.000006
郑州市	3	0.000006
验	3	0.000006
副食品	3	0.000006
只得	3	0.000006
正庆	3	0.000006
仲藜	3	0.000006
怀诚	3	0.000006
亮相	3	0.000006
信息量	3	0.000006
东风	3	0.000006
以内	3	0.000006
新线	3	0.000006
复线	3	0.000006
林业部	3	0.000006
林区	3	0.000006
迁就	3	0.000006
拆除	3	0.000006
劝	3	0.000006
路面	3	0.000006
勤务	3	0.000006
早上	3	0.000006
技能	3	0.000006
潇洒	3	0.000006
丰厚	3	0.000006
查看	3	0.000006
议论	3	0.000006
党群	3	0.000006
此风	3	0.000006
黄粱梦	3	0.000006
警务区	3	0.000006
有事	3	0.000006
督促	3	0.000006
砸	3	0.000006
工程兵	3	0.000006
加固	3	0.000006
啃	3	0.000006
小浪底	3	0.000006
社会效益	3	0.000006
络绎不绝	3	0.000006
解答	3	0.000006
春生	3	0.000006
合乎	3	0.000006
发给	3	0.000006
花钱	3	0.000006
上门	3	0.000006
扶	3	0.000006
政策性	3	0.000006
军民共建	3	0.000006
汉	3	0.000006
爱国主义	3	0.000006
融洽	3	0.000006
副处级	3	0.000006
支部	3	0.000006
挂职	3	0.000006
严惩	3	0.000006
该片	3	0.000006
困	3	0.000006
意思	3	0.000006
终结	3	0.000006
选举法	3	0.000006
少有	3	0.000006
可贵	3	0.000006
拉帮结派	3	0.000006
出境	3	0.000006
反馈	3	0.000006
一共	3	0.000006
谋取	3	0.000006
信誉	3	0.000006
柴	3	0.000006
释疑	3	0.000006
汕头市	3	0.000006
整整	3	0.000006
享年	3	0.000006
市政协	3	0.000006
天津市	3	0.000006
莲子	3	0.000006
开花	3	0.000006
营养	3	0.000006
稻	3	0.000006
施肥	3	0.000006
变异	3	0.000006
防寒	3	0.000006
驶	3	0.000006
发送	3	0.000006
拥军优属	3	0.000006
光缆	3	0.000006
游乐	3	0.000006
宝	3	0.000006
盗走	3	0.000006
辨认	3	0.000006
琦	3	0.000006
桑麻	3	0.000006
谷斑皮蠹	3	0.000006
动植物	3	0.000006
扩散	3	0.000006
世博会	3	0.000006
五百	3	0.000006
克隆羊	3	0.000006
多利	3	0.000006
分辨率	3	0.000006
水下	3	0.000006
机器人	3	0.000006
临床	3	0.000006
钻	3	0.000006
医生	3	0.000006
开刀	3	0.000006
阻塞	3	0.000006
疗法	3	0.000006
患有	3	0.000006
试图	3	0.000006
女方	3	0.000006
校舍	3	0.000006
世人	3	0.000006
哺乳动物	3	0.000006
染色体	3	0.000006
有望	3	0.000006
探测器	3	0.000006
乙肝	3	0.000006
机理	3	0.000006
药物	3	0.000006
中医院	3	0.000006
急诊科	3	0.000006
改观	3	0.000006
中药	3	0.000006
急症	3	0.000006
电话网	3	0.000006
主叫	3	0.000006
计费	3	0.000006
拨通	3	0.000006
在线	3	0.000006
淮安	3	0.000006
赌博机	3	0.000006
老虎机	3	0.000006
侦查	3	0.000006
工商局	3	0.000006
出动	3	0.000006
实物	3	0.000006
专题片	3	0.000006
封闭	3	0.000006
共享	3	0.000006
师资	3	0.000006
实习	3	0.000006
光盘	3	0.000006
制药	3	0.000006
拓宽	3	0.000006
俄国	3	0.000006
工业部	3	0.000006
切尔诺梅尔金	3	0.000006
海底	3	0.000006
重振	3	0.000006
拟	3	0.000006
全球性	3	0.000006
符	3	0.000006
人身	3	0.000006
和谈	3	0.000006
商船	3	0.000006
船长	3	0.000006
无理	3	0.000006
国籍	3	0.000006
枪手	3	0.000006
子弹	3	0.000006
波黑	3	0.000006
身心	3	0.000006
多伦多	3	0.000006
悲观	3	0.000006
内心	3	0.000006
后悔	3	0.000006
当初	3	0.000006
康斯坦丁内斯库	3	0.000006
现年	3	0.000006
近来	3	0.000006
桌上	3	0.000006
足	3	0.000006
澳洲	3	0.000006
健儿	3	0.000006
旁边	3	0.000006
杂技	3	0.000006
技巧	3	0.000006
获奖	3	0.000006
怪	3	0.000006
现政府	3	0.000006
特拉维夫	3	0.000006
递交	3	0.000006
二十二日	3	0.000006
增至	3	0.000006
捷克	3	0.000006
将领	3	0.000006
阿尔巴尼亚	3	0.000006
列希	3	0.000006
驻外	3	0.000006
集中化	3	0.000006
契机	3	0.000006
限定	3	0.000006
人工	3	0.000006
淹	3	0.000006
赔	3	0.000006
受害人	3	0.000006
哈罗维兹	3	0.000006
确诊	3	0.000006
抽	3	0.000006
过滤嘴	3	0.000006
烟	3	0.000006
制造商	3	0.000006
赫尔辛基	3	0.000006
进城	3	0.000006
避开	3	0.000006
修理	3	0.000006
简称	3	0.000006
涉嫌	3	0.000006
开曼	3	0.000006
贩毒	3	0.000006
调入	3	0.000006
出具	3	0.000006
掩盖	3	0.000006
缺陷	3	0.000006
开业	3	0.000006
走近	3	0.000006
争光	3	0.000006
签	3	0.000006
过关	3	0.000006
东方队	3	0.000006
取胜	3	0.000006
中欣队	3	0.000006
首钢队	3	0.000006
南钢队	3	0.000006
爱立信	3	0.000006
敌	3	0.000006
教练	3	0.000006
塔柱	3	0.000006
走钢丝	3	0.000006
架设	3	0.000006
打响	3	0.000006
女足	3	0.000006
快棋赛	3	0.000006
中盘	3	0.000006
四日	3	0.000006
激战	3	0.000006
压缩	3	0.000006
八万	3	0.000006
排球	3	0.000006
上届	3	0.000006
全运会	3	0.000006
上阵	3	0.000006
后排	3	0.000006
四川队	3	0.000006
英文	3	0.000006
鞋业	3	0.000006
体育用品业	3	0.000006
款式	3	0.000006
稚嫩	3	0.000006
源于	3	0.000006
飞跃	3	0.000006
长足	3	0.000006
幽默	3	0.000006
熊猫	3	0.000006
正面	3	0.000006
画中画	3	0.000006
独有	3	0.000006
整机	3	0.000006
谈论	3	0.000006
封锁	3	0.000006
经销	3	0.000006
株式会社	3	0.000006
马自达	3	0.000006
北海	3	0.000006
小轿车	3	0.000006
专用	3	0.000006
增值税	3	0.000006
车型	3	0.000006
漏洞	3	0.000006
铅	3	0.000006
汽油	3	0.000006
油品	3	0.000006
售后服务	3	0.000006
分房	3	0.000006
