# 总词数: 606324
# 词汇表大小: 124054
# 格式: 词语	频次	频率
#==================================================
顾盼	2	0.000003
一辈	2	0.000003
尽意	2	0.000003
寄息	2	0.000003
戚氏	2	0.000003
悲感	2	0.000003
渐变	2	0.000003
迁延	2	0.000003
遇当歌	2	0.000003
漏箭移	2	0.000003
轮台	2	0.000003
叹断	2	0.000003
返瑶京	2	0.000003
虹收	2	0.000003
败柳	2	0.000003
泛画	2	0.000003
酬歌	2	0.000003
吴邦	2	0.000003
越国	2	0.000003
残妆浅	2	0.000003
但暗	2	0.000003
解放	2	0.000003
海约山盟	2	0.000003
已结	2	0.000003
红衰	2	0.000003
媚魄	2	0.000003
自识	2	0.000003
霜树	2	0.000003
衰杨	2	0.000003
竟何	2	0.000003
祭天	2	0.000003
感情	2	0.000003
火云	2	0.000003
烧空	2	0.000003
两两舟	2	0.000003
青如染	2	0.000003
旷野	2	0.000003
村店	2	0.000003
先去	2	0.000003
脱罗裳	2	0.000003
处人	2	0.000003
斑竹	2	0.000003
初出	2	0.000003
望汉	2	0.000003
人绝	2	0.000003
困春	2	0.000003
一愁	2	0.000003
已散	2	0.000003
当来	2	0.000003
为妙	2	0.000003
怜爱	2	0.000003
常向	2	0.000003
情渐	2	0.000003
云树绕	2	0.000003
拥高牙	2	0.000003
九陌	2	0.000003
歌发	2	0.000003
须酬	2	0.000003
除此外	2	0.000003
水风轻	2	0.000003
苹花渐	2	0.000003
露染	2	0.000003
端丽	2	0.000003
冠绝	2	0.000003
笑歌	2	0.000003
约素	2	0.000003
识面	2	0.000003
何迟	2	0.000003
情牵	2	0.000003
旧意	2	0.000003
波脸	2	0.000003
商行	2	0.000003
涨晚	2	0.000003
低吟	2	0.000003
严陵滩	2	0.000003
飞鱼	2	0.000003
云泉	2	0.000003
奇容	2	0.000003
恶发	2	0.000003
细追想	2	0.000003
纵来	2	0.000003
来些	2	0.000003
问伊看	2	0.000003
沈山	2	0.000003
曲岸	2	0.000003
闲思	2	0.000003
空自叹	2	0.000003
言约	2	0.000003
重行行	2	0.000003
莲脸	2	0.000003
相萦	2	0.000003
空降	2	0.000003
瑶花	2	0.000003
渐迷	2	0.000003
寒野	2	0.000003
琼榭	2	0.000003
渺邈	2	0.000003
系恨	2	0.000003
此成	2	0.000003
小镇	2	0.000003
芳颜	2	0.000003
偎著	2	0.000003
香滑	2	0.000003
烟岛	2	0.000003
市里	2	0.000003
旅魂	2	0.000003
翠鬓	2	0.000003
秋烟	2	0.000003
泊处	2	0.000003
思念	2	0.000003
多媚	2	0.000003
密爱	2	0.000003
鸳帷	2	0.000003
艳杏夭桃	2	0.000003
门晓	2	0.000003
仍存	2	0.000003
应认	2	0.000003
渐分	2	0.000003
壮节	2	0.000003
流金	2	0.000003
转蕙	2	0.000003
沈李	2	0.000003
浮瓜	2	0.000003
避炎	2	0.000003
原野	2	0.000003
当是	2	0.000003
讼	2	0.000003
常惹	2	0.000003
深房	2	0.000003
密宴	2	0.000003
中频	2	0.000003
高价	2	0.000003
世难	2	0.000003
情未足	2	0.000003
兵来	2	0.000003
街灯	2	0.000003
万娇千媚	2	0.000003
奈伊何	2	0.000003
似郎	2	0.000003
写霜绡	2	0.000003
渐结	2	0.000003
太晚	2	0.000003
船满	2	0.000003
愁悴	2	0.000003
慵起	2	0.000003
帝居	2	0.000003
壮丽	2	0.000003
再睹	2	0.000003
精妍	2	0.000003
满平	2	0.000003
繁弦脆	2	0.000003
一枕春	2	0.000003
土风	2	0.000003
携妓	2	0.000003
送秋光	2	0.000003
高念远	2	0.000003
去客	2	0.000003
停飞	2	0.000003
对堤	2	0.000003
柳愁	2	0.000003
拥征	2	0.000003
荷点	2	0.000003
游泳	2	0.000003
转娇	2	0.000003
瑶宫	2	0.000003
独逞	2	0.000003
难任	2	0.000003
乍觉	2	0.000003
长如岁	2	0.000003
回征	2	0.000003
执柔	2	0.000003
奇艳	2	0.000003
前开	2	0.000003
巧作	2	0.000003
成去	2	0.000003
尽来	2	0.000003
拾翠芳洲	2	0.000003
寒村	2	0.000003
晚烟收	2	0.000003
子轻	2	0.000003
重画	2	0.000003
雨残	2	0.000003
短樯	2	0.000003
千余	2	0.000003
堪欢	2	0.000003
飞愿	2	0.000003
通衢	2	0.000003
渐秋光	2	0.000003
练净	2	0.000003
终难整	2	0.000003
小楫	2	0.000003
狂荡	2	0.000003
淡泞	2	0.000003
章街	2	0.000003
隋岸	2	0.000003
饿损	2	0.000003
碎声	2	0.000003
前约	2	0.000003
远人	2	0.000003
心同	2	0.000003
碎红	2	0.000003
漫结	2	0.000003
苦萦	2	0.000003
乍得	2	0.000003
竞斗	2	0.000003
笑争	2	0.000003
空望	2	0.000003
片帆举	2	0.000003
绣罗裙	2	0.000003
东池	2	0.000003
双条	2	0.000003
啄木	2	0.000003
旧江皋	2	0.000003
恨意	2	0.000003
娇香	2	0.000003
轻怯	2	0.000003
断离	2	0.000003
横眸	2	0.000003
歌眉敛	2	0.000003
不觑	2	0.000003
靴袍	2	0.000003
殊观	2	0.000003
夜短	2	0.000003
梨雪乱	2	0.000003
愿教	2	0.000003
小于	2	0.000003
逗雨	2	0.000003
宁似	2	0.000003
画幕明	2	0.000003
鲜衣	2	0.000003
碾玉	2	0.000003
双蝉	2	0.000003
倚桥	2	0.000003
愿身	2	0.000003
八宝	2	0.000003
花阴转	2	0.000003
梯横	2	0.000003
代工	2	0.000003
画轴	2	0.000003
去燕	2	0.000003
雕觞	2	0.000003
夜暖	2	0.000003
短叶	2	0.000003
光艳	2	0.000003
脸生	2	0.000003
浅螺	2	0.000003
波平岸	2	0.000003
阁外	2	0.000003
重得	2	0.000003
柳洲	2	0.000003
东岸	2	0.000003
我忆	2	0.000003
春复秋	2	0.000003
林春	2	0.000003
客且	2	0.000003
衣香润	2	0.000003
玉峰山	2	0.000003
菱蔓	2	0.000003
如乱	2	0.000003
两心	2	0.000003
锦纹	2	0.000003
不放彩	2	0.000003
鸳双戏	2	0.000003
知存	2	0.000003
绿皱	2	0.000003
宝猊	2	0.000003
香蜡	2	0.000003
粉落	2	0.000003
日曈	2	0.000003
帘押	2	0.000003
苹满溪	2	0.000003
柳绕	2	0.000003
爱来	2	0.000003
美底	2	0.000003
筵欢	2	0.000003
烛房	2	0.000003
歌凤	2	0.000003
忆前	2	0.000003
圆蟾	2	0.000003
上征	2	0.000003
水影	2	0.000003
筵红	2	0.000003
罗幕翠	2	0.000003
十五六	2	0.000003
宾宴	2	0.000003
轻按	2	0.000003
回画	2	0.000003
下醉	2	0.000003
面尘	2	0.000003
凝泪	2	0.000003
烟兰泣	2	0.000003
不谙	2	0.000003
斜光	2	0.000003
到晓穿	2	0.000003
尽远	2	0.000003
青犹短	2	0.000003
肠先断	2	0.000003
愿作	2	0.000003
泪泣	2	0.000003
水萍	2	0.000003
临晓	2	0.000003
泥新	2	0.000003
风慢	2	0.000003
随马去	2	0.000003
下路	2	0.000003
阴初	2	0.000003
留晚	2	0.000003
碎霞	2	0.000003
千样	2	0.000003
孤吹	2	0.000003
双门	2	0.000003
龙阁	2	0.000003
瞑色	2	0.000003
水石	2	0.000003
写取	2	0.000003
院深	2	0.000003
摇影	2	0.000003
送春春去	2	0.000003
花弄影	2	0.000003
江桥	2	0.000003
旗影	2	0.000003
恨似	2	0.000003
相思树	2	0.000003
旋学花	2	0.000003
双绣蝶	2	0.000003
裙缕	2	0.000003
怎空教	2	0.000003
草解宜	2	0.000003
色相	2	0.000003
筛帘	2	0.000003
分凤侣	2	0.000003
镂牙	2	0.000003
风幕卷	2	0.000003
四肢	2	0.000003
欲醉	2	0.000003
净无云	2	0.000003
机动	2	0.000003
尽带	2	0.000003
重扉	2	0.000003
浅映	2	0.000003
双高	2	0.000003
行思	2	0.000003
歌随	2	0.000003
翠黛低	2	0.000003
天不老	2	0.000003
情难绝	2	0.000003
夜过	2	0.000003
醉笑	2	0.000003
歌女	2	0.000003
尽飞	2	0.000003
杯且	2	0.000003
时空	2	0.000003
珠光	2	0.000003
仙飞	2	0.000003
风袂	2	0.000003
坐治	2	0.000003
旧枝	2	0.000003
入寒	2	0.000003
暗折	2	0.000003
上闻	2	0.000003
离袖	2	0.000003
浴殿	2	0.000003
诏卷	2	0.000003
南床	2	0.000003
神清	2	0.000003
上玉楼	2	0.000003
吴分	2	0.000003
远目	2	0.000003
上凤	2	0.000003
碎响	2	0.000003
庆门	2	0.000003
秀野	2	0.000003
琼女	2	0.000003
五亭	2	0.000003
澄澜	2	0.000003
别宴	2	0.000003
非久	2	0.000003
瓜时	2	0.000003
系国	2	0.000003
持钧	2	0.000003
书名	2	0.000003
飙驭	2	0.000003
如草	2	0.000003
穷远目	2	0.000003
长情	2	0.000003
十二年	2	0.000003
听罢	2	0.000003
洗车	2	0.000003
问星津	2	0.000003
巧人	2	0.000003
正白	2	0.000003
初闭	2	0.000003
傍花	2	0.000003
烟香	2	0.000003
丛丛	2	0.000003
乍遍	2	0.000003
相斗	2	0.000003
晓蟾	2	0.000003
宝床	2	0.000003
千人	2	0.000003
自学	2	0.000003
斗影	2	0.000003
期约	2	0.000003
出关	2	0.000003
靓女	2	0.000003
标	2	0.000003
格外	2	0.000003
酒脸	2	0.000003
华省	2	0.000003
名高	2	0.000003
画刻	2	0.000003
双唱	2	0.000003
影画	2	0.000003
别怨	2	0.000003
渐辨西	2	0.000003
池树	2	0.000003
柳飞绵	2	0.000003
梳鬓	2	0.000003
看著	2	0.000003
劝醉	2	0.000003
柳样	2	0.000003
云胜伊	2	0.000003
郎行	2	0.000003
强匀	2	0.000003
谈话	2	0.000003
青柳	2	0.000003
眼力	2	0.000003
学为	2	0.000003
溪烟	2	0.000003
飞槛	2	0.000003
图障	2	0.000003
片段	2	0.000003
千灯	2	0.000003
劝金船	2	0.000003
曲名	2	0.000003
九底	2	0.000003
正闷	2	0.000003
斗巧	2	0.000003
纤条	2	0.000003
轻冷	2	0.000003
庭轩	2	0.000003
飘尽	2	0.000003
犹弱	2	0.000003
记画桥	2	0.000003
樊川	2	0.000003
停酒	2	0.000003
滴流	2	0.000003
空自想	2	0.000003
摇红	2	0.000003
迷离	2	0.000003
载人	2	0.000003
那禁	2	0.000003
绝意	2	0.000003
歌长	2	0.000003
香英泛	2	0.000003
辞巢	2	0.000003
新熟	2	0.000003
整鬟	2	0.000003
好容仪	2	0.000003
生翠幕	2	0.000003
寒雪	2	0.000003
玉尊前	2	0.000003
上春	2	0.000003
初送	2	0.000003
梨叶	2	0.000003
香袂	2	0.000003
名籍	2	0.000003
秘	2	0.000003
呈珠缀	2	0.000003
凝香袂	2	0.000003
愁望	2	0.000003
遥山翠	2	0.000003
经宿雨	2	0.000003
对芳丛	2	0.000003
阻心期	2	0.000003
芳唇	2	0.000003
管声	2	0.000003
犹未遍	2	0.000003
暮去朝来	2	0.000003
尽平	2	0.000003
眉绿	2	0.000003
蕤	2	0.000003
戏蝶游蜂	2	0.000003
白相	2	0.000003
户开	2	0.000003
管咽	2	0.000003
对立	2	0.000003
丛边	2	0.000003
试摘	2	0.000003
酒易醒	2	0.000003
得空	2	0.000003
催莲	2	0.000003
四海一家	2	0.000003
歌敛	2	0.000003
画罗衣	2	0.000003
残点	2	0.000003
晓帘	2	0.000003
双燕欲	2	0.000003
上千	2	0.000003
共欢	2	0.000003
惜芳时	2	0.000003
忪	2	0.000003
似秋云	2	0.000003
闻琴	2	0.000003
玉真初	2	0.000003
入破舞	2	0.000003
红乱旋	2	0.000003
香阶畔	2	0.000003
春欲破	2	0.000003
万转	2	0.000003
催柳信	2	0.000003
旁畔	2	0.000003
长时	2	0.000003
开应候	2	0.000003
感恩	2	0.000003
繁开	2	0.000003
随红玉腕	2	0.000003
入破铮琮	2	0.000003
金凤战	2	0.000003
琼肌稳	2	0.000003
催急衮	2	0.000003
取长	2	0.000003
陌花	2	0.000003
齐拜玉炉	2	0.000003
祝芳	2	0.000003
耐夏	2	0.000003
金鸭炉	2	0.000003
清晓近	2	0.000003
匀淡	2	0.000003
看叶嫩	2	0.000003
胡捣练	2	0.000003
上玉	2	0.000003
任粉	2	0.000003
沾污	2	0.000003
争奈向	2	0.000003
云回	2	0.000003
妙声	2	0.000003
箢	2	0.000003
良会	2	0.000003
平波远	2	0.000003
别燕	2	0.000003
愁梦	2	0.000003
揭调	2	0.000003
岂得长	2	0.000003
可羡	2	0.000003
凉伞	2	0.000003
前香	2	0.000003
解散	2	0.000003
欲落	2	0.000003
开人共惜	2	0.000003
新莲	2	0.000003
菂	2	0.000003
试折	2	0.000003
倚傍	2	0.000003
绿柄	2	0.000003
人未醉	2	0.000003
江北岸	2	0.000003
兼露	2	0.000003
幽鹭	2	0.000003
言情	2	0.000003
自瘦	2	0.000003
醉折	2	0.000003
天丝	2	0.000003
尽秋	2	0.000003
恰在	2	0.000003
越娥	2	0.000003
越梅	2	0.000003
西归	2	0.000003
有梅	2	0.000003
改样	2	0.000003
自迷	2	0.000003
仙酒	2	0.000003
佳会庆	2	0.000003
暖泛	2	0.000003
舞华茵	2	0.000003
献寿千春	2	0.000003
荷君恩	2	0.000003
同入	2	0.000003
红日西	2	0.000003
萦舞袂	2	0.000003
一春犹未	2	0.000003
雪霁墙	2	0.000003
炉香卷	2	0.000003
灯生	2	0.000003
急景流年	2	0.000003
开雅宴	2	0.000003
喜长	2	0.000003
宿露	2	0.000003
微凉入	2	0.000003
暂住	2	0.000003
会逢	2	0.000003
星霜	2	0.000003
学人	2	0.000003
不劳	2	0.000003
女真	2	0.000003
秋光晚	2	0.000003
痕生	2	0.000003
边白	2	0.000003
西秦	2	0.000003
落泪	2	0.000003
睿恩新	2	0.000003
重深	2	0.000003
宝马香车	2	0.000003
数树	2	0.000003
小妹	2	0.000003
惜取	2	0.000003
风和烟	2	0.000003
帝宸	2	0.000003
虹梁	2	0.000003
更何况	2	0.000003
筵张	2	0.000003
延长	2	0.000003
堪结	2	0.000003
风良	2	0.000003
犹开	2	0.000003
高檐	2	0.000003
嘉宴	2	0.000003
生秋早	2	0.000003
夸妍妙	2	0.000003
蝶乱	2	0.000003
高扬	2	0.000003
解赏	2	0.000003
贪向	2	0.000003
野岸	2	0.000003
自横	2	0.000003
上浮	2	0.000003
牵风	2	0.000003
柳如眉	2	0.000003
手试	2	0.000003
易成	2	0.000003
最断	2	0.000003
梅残	2	0.000003
心如	2	0.000003
少人	2	0.000003
天亦老	2	0.000003
舞袂	2	0.000003
剥葱	2	0.000003
玉齿	2	0.000003
迷魂	2	0.000003
整翠鬟	2	0.000003
梅雪相	2	0.000003
瘦觉	2	0.000003
时一弄	2	0.000003
雪絮飞	2	0.000003
犹未放	2	0.000003
红英落	2	0.000003
两两飞	2	0.000003
引著	2	0.000003
莲茎	2	0.000003
翠苑	2	0.000003
轣辘	2	0.000003
春郊	2	0.000003
远情	2	0.000003
解有	2	0.000003
柳软	2	0.000003
羞起	2	0.000003
冰澌满	2	0.000003
鼓报	2	0.000003
城里人	2	0.000003
惊絮	2	0.000003
沈红	2	0.000003
悉	2	0.000003
人长	2	0.000003
萦心	2	0.000003
难敌	2	0.000003
仙浪	2	0.000003
今始	2	0.000003
云幔	2	0.000003
催洗	2	0.000003
长生殿	2	0.000003
自作	2	0.000003
摆翠	2	0.000003
仙格	2	0.000003
寒艳	2	0.000003
西亭	2	0.000003
柳曲	2	0.000003
禁断	2	0.000003
飞似	2	0.000003
花出	2	0.000003
微暖	2	0.000003
如弦	2	0.000003
芳条	2	0.000003
唯愿	2	0.000003
香茵	2	0.000003
沈醉为	2	0.000003
雪云	2	0.000003
春歌	2	0.000003
眉小	2	0.000003
著意惜	2	0.000003
眼为	2	0.000003
自动	2	0.000003
蜘蛛	2	0.000003
栖香	2	0.000003
应不似	2	0.000003
若解	2	0.000003
清淡	2	0.000003
款语	2	0.000003
开欲遍	2	0.000003
初茂	2	0.000003
青如豆	2	0.000003
送春诗	2	0.000003
色照	2	0.000003
垂重	2	0.000003
新丝	2	0.000003
粽	2	0.000003
叶里	2	0.000003
梁王	2	0.000003
畏日	2	0.000003
敲冰	2	0.000003
秋高风	2	0.000003
光正满	2	0.000003
社近	2	0.000003
尚远	2	0.000003
严凝	2	0.000003
花卉	2	0.000003
惟数	2	0.000003
马前	2	0.000003
一雁寒	2	0.000003
空坠	2	0.000003
本集	2	0.000003
之于	2	0.000003
十二篇	2	0.000003
鼓子词	2	0.000003
酒侵	2	0.000003
强欲	2	0.000003
临眺	2	0.000003
海榴	2	0.000003
衣窄	2	0.000003
前愁	2	0.000003
不食	2	0.000003
追旧	2	0.000003
懒举	2	0.000003
激浪	2	0.000003
爱道	2	0.000003
伊争	2	0.000003
灰烬	2	0.000003
上万	2	0.000003
雷池	2	0.000003
上雨	2	0.000003
荷声	2	0.000003
双枕	2	0.000003
傍有	2	0.000003
蔽日	2	0.000003
初丹	2	0.000003
纱囊	2	0.000003
天教生	2	0.000003
几人能	2	0.000003
香丛	2	0.000003
一场空	2	0.000003
虚语	2	0.000003
倒金尊	2	0.000003
负春	2	0.000003
信任	2	0.000003
四垂天	2	0.000003
杨楼	2	0.000003
花自落	2	0.000003
难逐	2	0.000003
公留	2	0.000003
垂花	2	0.000003
似霜	2	0.000003
酒醺	2	0.000003
峰岭	2	0.000003
香摇翠	2	0.000003
渐向晓	2	0.000003
怎归得	2	0.000003
昼永龙	2	0.000003
金鸾额	2	0.000003
睡容	2	0.000003
坠花钿	2	0.000003
挫愁	2	0.000003
故生	2	0.000003
酒祝	2	0.000003
昔西	2	0.000003
欢纵	2	0.000003
愁闻	2	0.000003
乱莺	2	0.000003
绣帘闲	2	0.000003
曲堤	2	0.000003
烧金	2	0.000003
露华高	2	0.000003
初染	2	0.000003
窥鸾鉴	2	0.000003
问处	2	0.000003
记行	2	0.000003
波清	2	0.000003
路接	2	0.000003
凝远目	2	0.000003
恼烟	2	0.000003
来妆	2	0.000003
芙蓉出水	2	0.000003
伊泪	2	0.000003
知么	2	0.000003
佯行	2	0.000003
瞑	2	0.000003
真堪爱	2	0.000003
谢春归	2	0.000003
寻难	2	0.000003
拚为	2	0.000003
初命	2	0.000003
浪浅	2	0.000003
千绕	2	0.000003
断来	2	0.000003
临鸾镜	2	0.000003
相思病	2	0.000003
郎船	2	0.000003
才俊	2	0.000003
睡未足	2	0.000003
潜身	2	0.000003
记恨	2	0.000003
知人否	2	0.000003
拟写	2	0.000003
寄归信	2	0.000003
滴损	2	0.000003
伊成病	2	0.000003
须病	2	0.000003
双回	2	0.000003
千万遍	2	0.000003
孤冷	2	0.000003
瘦岩岩	2	0.000003
天憎	2	0.000003
总无凭	2	0.000003
放盏	2	0.000003
几转	2	0.000003
移柱	2	0.000003
怨春郎	2	0.000003
语眉先	2	0.000003
红玉困	2	0.000003
教伊见	2	0.000003
金龟	2	0.000003
无事须	2	0.000003
春禽	2	0.000003
靸	2	0.000003
断得	2	0.000003
行笑	2	0.000003
犹卷	2	0.000003
屏低	2	0.000003
杨桥	2	0.000003
胆小	2	0.000003
音息	2	0.000003
慧	2	0.000003
频皱	2	0.000003
入人怀	2	0.000003
帐前	2	0.000003
明画烛	2	0.000003
斜浸	2	0.000003
插金	2	0.000003
强来	2	0.000003
灯残	2	0.000003
漏水	2	0.000003
宫羽	2	0.000003
怀里	2	0.000003
强将	2	0.000003
黛浅	2	0.000003
花近	2	0.000003
行动	2	0.000003
曲妙	2	0.000003
寻花来	2	0.000003
应人	2	0.000003
发愿	2	0.000003
香似	2	0.000003
玉纤频	2	0.000003
窗在	2	0.000003
红沁	2	0.000003
忍频	2	0.000003
落时	2	0.000003
挂画	2	0.000003
一撮	2	0.000003
数修	2	0.000003
寒相	2	0.000003
遣客	2	0.000003
巇	2	0.000003
惟独	2	0.000003
侵径	2	0.000003
传愁	2	0.000003
独睡	2	0.000003
未全	2	0.000003
羽仪	2	0.000003
妆阁	2	0.000003
闷无绪	2	0.000003
疏远	2	0.000003
堪赏	2	0.000003
年定	2	0.000003
柳成	2	0.000003
尘消	2	0.000003
新经雨	2	0.000003
就此	2	0.000003
长如病	2	0.000003
众禽	2	0.000003
敛愁	2	0.000003
野禽	2	0.000003
想玉人	2	0.000003
对夜	2	0.000003
血泪	2	0.000003
声哀	2	0.000003
云片	2	0.000003
新梦觉	2	0.000003
树枝	2	0.000003
病容	2	0.000003
见春来	2	0.000003
千万片	2	0.000003
力软	2	0.000003
人怪	2	0.000003
玉槛	2	0.000003
莫轻	2	0.000003
抛人	2	0.000003
假山	2	0.000003
泛觞	2	0.000003
何足道	2	0.000003
郊垌	2	0.000003
重青	2	0.000003
孤栖	2	0.000003
影重	2	0.000003
嫩叶	2	0.000003
新萍	2	0.000003
搭	2	0.000003
想当初	2	0.000003
凤侣	2	0.000003
掩余	2	0.000003
拘系	2	0.000003
春残莺	2	0.000003
风尚	2	0.000003
求好	2	0.000003
啼尽	2	0.000003
欢侣	2	0.000003
駈	2	0.000003
厚利	2	0.000003
枉度	2	0.000003
尚自	2	0.000003
垂条	2	0.000003
堪爱	2	0.000003
招新燕	2	0.000003
闻杜字	2	0.000003
叵耐	2	0.000003
相招	2	0.000003
蜡梅枝	2	0.000003
消灭	2	0.000003
舞鉴	2	0.000003
寸断	2	0.000003
香片	2	0.000003
双眉长	2	0.000003
阳律	2	0.000003
雨乍收	2	0.000003
清莹	2	0.000003
朝玉阶	2	0.000003
伊边	2	0.000003
奈无计	2	0.000003
时泪	2	0.000003
痴醉	2	0.000003
我亦情	2	0.000003
数片	2	0.000003
媚景	2	0.000003
荷长	2	0.000003
坐卧	2	0.000003
虞舜	2	0.000003
细展	2	0.000003
最深处	2	0.000003
静风	2	0.000003
恬	2	0.000003
鱼未取	2	0.000003
甚医	2	0.000003
偷安	2	0.000003
君信	2	0.000003
内药	2	0.000003
亦须	2	0.000003
增减	2	0.000003
此道	2	0.000003
难消	2	0.000003
志士	2	0.000003
若能	2	0.000003
人须	2	0.000003
至宝	2	0.000003
真金	2	0.000003
先须	2	0.000003
定浮	2	0.000003
防危	2	0.000003
须仗	2	0.000003
七返	2	0.000003
朱砂	2	0.000003
周流	2	0.000003
药方	2	0.000003
真阳	2	0.000003
经否	2	0.000003
休分	2	0.000003
三旬	2	0.000003
姤	2	0.000003
炼药	2	0.000003
修丹	2	0.000003
德行	2	0.000003
情缘	2	0.000003
乌遇	2	0.000003
气相	2	0.000003
愆	2	0.000003
花绣	2	0.000003
电转	2	0.000003
急景	2	0.000003
凭高目	2	0.000003
辛夷	2	0.000003
早梅开	2	0.000003
饱食	2	0.000003
飞狂	2	0.000003
华皓	2	0.000003
似练	2	0.000003
鹭起	2	0.000003
竞逐	2	0.000003
遗曲	2	0.000003
何朝	2	0.000003
已收	2	0.000003
吹梦断	2	0.000003
平岸	2	0.000003
云垂	2	0.000003
几人来	2	0.000003
曾丹	2	0.000003
丘轲	2	0.000003
山山	2	0.000003
匹如闲	2	0.000003
举翮	2	0.000003
临济	2	0.000003
德山	2	0.000003
打个	2	0.000003
认作	2	0.000003
空身	2	0.000003
法身	2	0.000003
气浮	2	0.000003
威仪	2	0.000003
六根	2	0.000003
遇景	2	0.000003
贵人	2	0.000003
黄粱一梦	2	0.000003
倘来	2	0.000003
仙踪	2	0.000003
春霭	2	0.000003
照地	2	0.000003
共荣	2	0.000003
清婉	2	0.000003
沈腰潘鬓	2	0.000003
惜醉	2	0.000003
碧塘	2	0.000003
玉船	2	0.000003
神情	2	0.000003
微青	2	0.000003
桑弧	2	0.000003
增高	2	0.000003
紫诏	2	0.000003
雍雍	2	0.000003
训	2	0.000003
正永	2	0.000003
随春远	2	0.000003
柳垂江	2	0.000003
上影	2	0.000003
花下客	2	0.000003
落梅天	2	0.000003
频圆	2	0.000003
于君	2	0.000003
留名	2	0.000003
寒欲尽	2	0.000003
前春恨	2	0.000003
碧涨	2	0.000003
护霜	2	0.000003
初凉夜	2	0.000003
分钿	2	0.000003
易断	2	0.000003
池晓	2	0.000003
吴山翠	2	0.000003
减罗衣	2	0.000003
寒未	2	0.000003
恼破春	2	0.000003
笑面	2	0.000003
横玉声	2	0.000003
金翦	2	0.000003
秦云	2	0.000003
翠节	2	0.000003
晓莺	2	0.000003
朝云去	2	0.000003
细风尖	2	0.000003
梦魂长	2	0.000003
尽此	2	0.000003
情书	2	0.000003
终了	2	0.000003
秦筝柱	2	0.000003
捧玉钟	2	0.000003
雪绕	2	0.000003
伤别易	2	0.000003
守得	2	0.000003
水空流	2	0.000003
今感	2	0.000003
鸾歌凤舞	2	0.000003
诗篇	2	0.000003
清颍	2	0.000003
墀	2	0.000003
生秋草	2	0.000003
前见	2	0.000003
歌中	2	0.000003
酒未消	2	0.000003
空频	2	0.000003
杜鹃花	2	0.000003
小玉楼	2	0.000003
消臂	2	0.000003
香膏	2	0.000003
应花	2	0.000003
欢缘	2	0.000003
开水	2	0.000003
圣恩	2	0.000003
绿橘	2	0.000003
美少年	2	0.000003
青骢马	2	0.000003
见少	2	0.000003
无重	2	0.000003
陇麦	2	0.000003
渡桥	2	0.000003
花花树	2	0.000003
入翠眉	2	0.000003
波凉	2	0.000003
眼约	2	0.000003
字书	2	0.000003
重问	2	0.000003
破恨	2	0.000003
应迟	2	0.000003
枕时	2	0.000003
碧涛	2	0.000003
送得春归	2	0.000003
赌酒	2	0.000003
睡得	2	0.000003
罢翠帘	2	0.000003
归鸿去	2	0.000003
桂酒	2	0.000003
携翠袖	2	0.000003
影娥	2	0.000003
短箫	2	0.000003
细路	2	0.000003
堪怨	2	0.000003
意密	2	0.000003
须醉	2	0.000003
玉娇	2	0.000003
晓陌	2	0.000003
香襟	2	0.000003
有系	2	0.000003
长照	2	0.000003
断知	2	0.000003
散酒	2	0.000003
更绕	2	0.000003
应添	2	0.000003
弦弹	2	0.000003
问心	2	0.000003
生缘	2	0.000003
狂情	2	0.000003
暗惜	2	0.000003
欢疏	2	0.000003
但莫使	2	0.000003
东桥	2	0.000003
似作	2	0.000003
回风舞	2	0.000003
绿镜	2	0.000003
不拟	2	0.000003
镜边	2	0.000003
浅妆匀	2	0.000003
未雪	2	0.000003
语如	2	0.000003
浅注	2	0.000003
懒话	2	0.000003
曾断	2	0.000003
长满	2	0.000003
当绣户	2	0.000003
天若	2	0.000003
终欲问	2	0.000003
休记	2	0.000003
消人	2	0.000003
碧楼	2	0.000003
骓	2	0.000003
凭芳信	2	0.000003
染作	2	0.000003
别夜	2	0.000003
眉翠	2	0.000003
花里度	2	0.000003
香英嫩	2	0.000003
旧承恩	2	0.000003
寒尽	2	0.000003
尚相	2	0.000003
梅疏	2	0.000003
时庭	2	0.000003
凤冷	2	0.000003
绿杯	2	0.000003
愿花	2	0.000003
不谢	2	0.000003
人待	2	0.000003
舞榭	2	0.000003
床上	2	0.000003
伴人歌	2	0.000003
懒妆	2	0.000003
画长	2	0.000003
弄花	2	0.000003
熏得	2	0.000003
客尘	2	0.000003
争见	2	0.000003
旋寻	2	0.000003
懒系	2	0.000003
处事	2	0.000003
难值	2	0.000003
烟叶	2	0.000003
彩箫	2	0.000003
歌先	2	0.000003
外台	2	0.000003
飘去	2	0.000003
留痕	2	0.000003
掏	2	0.000003
隐语	2	0.000003
韵险	2	0.000003
雪残	2	0.000003
南云雁少	2	0.000003
学唱	2	0.000003
花稀	2	0.000003
粉笺	2	0.000003
出墙	2	0.000003
晚芳	2	0.000003
先掩泪	2	0.000003
偷匀	2	0.000003
人学	2	0.000003
空休	2	0.000003
绿绮琴	2	0.000003
轻如	2	0.000003
邻姬	2	0.000003
饶恨	2	0.000003
懒下	2	0.000003
香阶	2	0.000003
笺纸	2	0.000003
花梢露	2	0.000003
街南	2	0.000003
春饶	2	0.000003
北楼	2	0.000003
空掩	2	0.000003
曳雪	2	0.000003
昭华凤管	2	0.000003
得当	2	0.000003
筵玉盏	2	0.000003
