# 总词数: 487831
# 词汇表大小: 218120
# 格式: 词语	频次	频率
#==================================================
总 b 资产	2	0.000004
年初 t 增加	2	0.000004
增加 vt 亿	2	0.000004
和 c 支柱	2	0.000004
c 支柱 n	2	0.000004
产业 n 企业	2	0.000004
企业 n 承担	2	0.000004
增幅 n 也	2	0.000004
也 d 较	2	0.000004
企业 n 资金	2	0.000004
货币 n 资金	2	0.000004
呈 vt 上升	2	0.000004
战略 n 是	2	0.000004
中 f 明确	2	0.000004
f 明确 ad	2	0.000004
跨 vt 地区	2	0.000004
跨 vt 行业	2	0.000004
跨 vt 所有制	2	0.000004
进一步 d 指明	2	0.000004
d 指明 vt	2	0.000004
了 ul 方向	2	0.000004
ul 方向 n	2	0.000004
dc 顺利 a	2	0.000004
不 df 及时	2	0.000004
将 d 直接	2	0.000004
到 vq 企业	2	0.000004
顺利 a 发展	2	0.000004
贪 vt 大	2	0.000004
大 a 图	2	0.000004
a 图 vt	2	0.000004
图 vt 快	2	0.000004
在 p 本世纪	2	0.000004
末 f wu	2	0.000004
世纪 n 初	2	0.000004
企业 n 发展	2	0.000004
n 积累 vt	2	0.000004
积累 vt wd	2	0.000004
资金 n 优势	2	0.000004
p 相关 vn	2	0.000004
n wu 相关	2	0.000004
wu 相关 vn	2	0.000004
相关 vn 产业	2	0.000004
n 购并 vt	2	0.000004
购并 vt wu	2	0.000004
重组 vt wd	2	0.000004
过来 vq wj	2	0.000004
vq wj 目前	2	0.000004
t wd 不少	2	0.000004
种 qz 发展	2	0.000004
的 rz 企业	2	0.000004
纳入 vt 到	2	0.000004
集团 n 内部	2	0.000004
内部 f wd	2	0.000004
能 vu 很快	2	0.000004
n 行列 n	2	0.000004
c 强调 vt	2	0.000004
n wj 有些	2	0.000004
扩张 vn wd	2	0.000004
vq 许多 m	2	0.000004
企业 n wf	2	0.000004
vt wyz 拉郎配	2	0.000004
mq 大 a	2	0.000004
n wj 这样一来	2	0.000004
wj 这样一来 l	2	0.000004
这样一来 l wd	2	0.000004
的 ud 销售额	2	0.000004
ud 销售额 n	2	0.000004
水平 n 等等	2	0.000004
没有 df 发生	2	0.000004
df 发生 vt	2	0.000004
能 vu 进入	2	0.000004
钢铁 n 企业	2	0.000004
vt m 强	2	0.000004
排行榜 n wd	2	0.000004
工业 n 结构	2	0.000004
合理 a wu	2	0.000004
产品 n 技术	2	0.000004
i wyy wd	2	0.000004
p 核心 n	2	0.000004
wu 把 p	2	0.000004
的 ud 先例	2	0.000004
ud 先例 n	2	0.000004
提出 vt 发展	2	0.000004
发展 vt wyz	2	0.000004
vt wyz 四跨	2	0.000004
j wyy 企业	2	0.000004
wyy 企业 n	2	0.000004
mq 前提 n	2	0.000004
u wj 不	2	0.000004
n wd 即使	2	0.000004
把 p 规模	2	0.000004
p 规模 n	2	0.000004
经济 a 等同	2	0.000004
a 等同 vi	2	0.000004
m 一些 mq	2	0.000004
与 p 国外	2	0.000004
实现 vt 规模	2	0.000004
经济 a 的	2	0.000004
重要 a 途径	2	0.000004
含义 n wd	2	0.000004
010 m 所谓	2	0.000004
在 p 技术	2	0.000004
投入 vn 产生	2	0.000004
vt nx 倍	2	0.000004
的 ud 产出	2	0.000004
ud 产出 vn	2	0.000004
规模 n 收益	2	0.000004
降低 vt wd	2	0.000004
d 说明 vt	2	0.000004
如果 c nx	2	0.000004
vl 规模 n	2	0.000004
大致 d 可	2	0.000004
可 vu 分为	2	0.000004
vu 分为 vt	2	0.000004
四 m 种	2	0.000004
种 qz 类型	2	0.000004
qz 类型 n	2	0.000004
规模 n 扩大	2	0.000004
分摊 vt 到	2	0.000004
产品 n 上	2	0.000004
成本 n 就	2	0.000004
大批量 m 生产	2	0.000004
m 生产 vt	2	0.000004
m wky 交易	2	0.000004
vt wky 的	2	0.000004
vn 比 p	2	0.000004
vt 次 qv	2	0.000004
节省 vt 时间	2	0.000004
专业化 vi 分工	2	0.000004
vi 分工 vi	2	0.000004
vi wd 从而	2	0.000004
c 产生 vt	2	0.000004
n wd 正如	2	0.000004
f 分析 vt	2	0.000004
情形 n 中	2	0.000004
vt 单个 b	2	0.000004
单个 b 企业	2	0.000004
企业 n 数量	2	0.000004
乙烯 n 生产	2	0.000004
成本 n 收益	2	0.000004
一般 ad 不	2	0.000004
个 qe 万	2	0.000004
c wd 规模	2	0.000004
这 rz 可以	2	0.000004
rz 可以 vu	2	0.000004
可以 vu 从	2	0.000004
的 ud 限度	2	0.000004
ud 限度 n	2	0.000004
限度 n wj	2	0.000004
n wj 投入	2	0.000004
出现 vt 规模	2	0.000004
wky 交易 vn	2	0.000004
限度 n wd	2	0.000004
成本 n wp	2	0.000004
vl 管理 vn	2	0.000004
vt wd 是因为	2	0.000004
市场 n 交易	2	0.000004
需要 vt 成本	2	0.000004
vt wu 监督	2	0.000004
wu 监督 vt	2	0.000004
u wd 都	2	0.000004
一些 mq 情况	2	0.000004
mq 情况 n	2	0.000004
f wd 企业	2	0.000004
p 行政 n	2	0.000004
n 权威 n	2	0.000004
n 加以 vx	2	0.000004
vx 组织 vn	2	0.000004
也 d 需要	2	0.000004
过 dc 大	2	0.000004
a wd 或者	2	0.000004
信息 n 传递	2	0.000004
会 vu 变	2	0.000004
a wd 甚至	2	0.000004
企业 n 效率	2	0.000004
n 效率 n	2	0.000004
ud wj wkz	2	0.000004
对 p 技术	2	0.000004
p 出现 vt	2	0.000004
增强 vn wd	2	0.000004
vn wd 市场	2	0.000004
ad 竞争 vt	2	0.000004
的 ud 均衡	2	0.000004
vt 定价 n	2	0.000004
定价 n 和	2	0.000004
c 进入 vt	2	0.000004
n wj 此时	2	0.000004
和 c 动力	2	0.000004
c 动力 n	2	0.000004
会 vu 减弱	2	0.000004
vu 减弱 vt	2	0.000004
行业 n 只	2	0.000004
b 市场经济 n	2	0.000004
程度 n wd	2	0.000004
vn 面前 f	2	0.000004
小 a 企业	2	0.000004
d 因 c	2	0.000004
其 rz 能够	2	0.000004
n wj 总之	2	0.000004
a 包含 vt	2	0.000004
wu 有效 a	2	0.000004
是 vl 越	2	0.000004
vl 越 dc	2	0.000004
越 dc 经济	2	0.000004
dc 经济 a	2	0.000004
m 过去 t	2	0.000004
rz 曾 d	2	0.000004
不止 vt 一	2	0.000004
经济 a 和	2	0.000004
vn wd 组建	2	0.000004
vt wd 集团	2	0.000004
于 p 企业	2	0.000004
组建 vt 企业	2	0.000004
n 通行 vt	2	0.000004
通行 vt 的	2	0.000004
vl 基本 a	2	0.000004
wu 主要 b	2	0.000004
能 vu 搞	2	0.000004
vu 为了 p	2	0.000004
wyz 甩 vt	2	0.000004
甩 vt 包袱	2	0.000004
n wyy 而	2	0.000004
塞 vt 进	2	0.000004
vq 好 a	2	0.000004
n wd 合并	2	0.000004
wd 合并 vt	2	0.000004
vt wj 如果	2	0.000004
行政 n 部门	2	0.000004
政府 n 领导	2	0.000004
n wd 人为	2	0.000004
到 vq 某	2	0.000004
vq 某 rz	2	0.000004
企业 n 身上	2	0.000004
矛盾 an 突出	2	0.000004
an 突出 a	2	0.000004
拖垮 vt wj	2	0.000004
m wu 过分	2	0.000004
wu 过分 ad	2	0.000004
过分 ad 追求	2	0.000004
ad 追求 vt	2	0.000004
追求 vt 多元化	2	0.000004
迅速 ad 扩张	2	0.000004
ad 扩张 vt	2	0.000004
本 rz 行业	2	0.000004
大量 m 购并	2	0.000004
m 购并 vt	2	0.000004
发展 vt 自己	2	0.000004
经营 vn 风险	2	0.000004
企业 n 稳定	2	0.000004
vt wd 多元化	2	0.000004
是 vl 大型	2	0.000004
vl 大型 b	2	0.000004
重要 a 战略	2	0.000004
战略 n 选择	2	0.000004
成为 vl 企业	2	0.000004
壮大 vt 的	2	0.000004
p 实行 vt	2	0.000004
m 单项 n	2	0.000004
指 vt 单项	2	0.000004
vt 单项 n	2	0.000004
产品 n 销售	2	0.000004
占 vt 企业	2	0.000004
以上 f wf	2	0.000004
销售额 n 的	2	0.000004
m wf m	2	0.000004
没有 vt 任何	2	0.000004
vu 占 vt	2	0.000004
m 无 vt	2	0.000004
企业 n 进入	2	0.000004
b 业务 n	2	0.000004
美国 ns wkz	2	0.000004
qe 美国 ns	2	0.000004
wd 主导 n	2	0.000004
c 相 d	2	0.000004
是 vl 多元化	2	0.000004
主要 b 企业	2	0.000004
n wu 法律	2	0.000004
文化 n 等	2	0.000004
各国 rz 有	2	0.000004
rz 有 vx	2	0.000004
直到 vt 年	2	0.000004
f m 家	2	0.000004
家 qe 最	2	0.000004
wj 表面 n	2	0.000004
多元化 vi 使	2	0.000004
不 df 把	2	0.000004
df 把 p	2	0.000004
的 ud 鸡蛋	2	0.000004
ud 鸡蛋 n	2	0.000004
鸡蛋 n 放	2	0.000004
一个 mq 篮子	2	0.000004
mq 篮子 n	2	0.000004
篮子 n 里	2	0.000004
c 实际上 d	2	0.000004
进入 vt 的	2	0.000004
反而 d 会	2	0.000004
言 Vg wd	2	0.000004
可能 vu 造成	2	0.000004
高层 n 经理	2	0.000004
行业 n 不	2	0.000004
vt wd 往往	2	0.000004
往往 d 难以	2	0.000004
明智 a 的	2	0.000004
n wd 无法	2	0.000004
建议 n 与	2	0.000004
wj 公司 n	2	0.000004
往往 d 使	2	0.000004
在 p 兼并	2	0.000004
无法 vt 获得	2	0.000004
经济 a 与	2	0.000004
与 c 范围	2	0.000004
wj 国外 s	2	0.000004
项 qe 研究	2	0.000004
qe 研究 vn	2	0.000004
是 vl 无	2	0.000004
vl 无 vt	2	0.000004
企业 n 进行	2	0.000004
a wj 这种	2	0.000004
d 剥离 vt	2	0.000004
ns wd m	2	0.000004
f wd 伴随	2	0.000004
普遍 a 现象	2	0.000004
购并 vt 的	2	0.000004
比例 n 约	2	0.000004
qe wd 两者	2	0.000004
wd 两者 rz	2	0.000004
rz 比例 n	2	0.000004
c 剥离 vn	2	0.000004
购并 vn 浪潮	2	0.000004
mq 主要 b	2	0.000004
b 特点 n	2	0.000004
企业 n 把	2	0.000004
购并 vt 进来	2	0.000004
vt 进来 vq	2	0.000004
使 vt 生产	2	0.000004
集中 a wj	2	0.000004
n wd 达	2	0.000004
达 vt 不	2	0.000004
到 vq 规模	2	0.000004
vq 规模 n	2	0.000004
不得不 d 把	2	0.000004
的 ud 分支	2	0.000004
ud 分支 n	2	0.000004
的 ud 案例	2	0.000004
ud 案例 n	2	0.000004
案例 n wj	2	0.000004
分散 a wd	2	0.000004
没有 df 考虑	2	0.000004
n 亏损 vt	2	0.000004
n nt 明确	2	0.000004
抓 vt wyz	2	0.000004
大 a 项目	2	0.000004
为 vl 突破口	2	0.000004
整顿 vn wd	2	0.000004
了 ul 技术	2	0.000004
ul 技术 n	2	0.000004
中心 n 和	2	0.000004
p 集团 n	2	0.000004
n 转让 vt	2	0.000004
的 ud 主业	2	0.000004
ud 主业 n	2	0.000004
wd 缩小 vt	2	0.000004
vt 重点 d	2	0.000004
d 出击 vt	2	0.000004
wyy 把 p	2	0.000004
p 主业 n	2	0.000004
形成 vt 规模	2	0.000004
vt 冲击 vn	2	0.000004
是 vl 整个	2	0.000004
是 vl 你	2	0.000004
vl 你 rr	2	0.000004
你 rr 一	2	0.000004
低 a 时	2	0.000004
Ng wd 往往	2	0.000004
vn wd 谁	2	0.000004
抓住 vt 机会	2	0.000004
大 dc 发展	2	0.000004
dc 发展 vt	2	0.000004
vt wj 不少	2	0.000004
较 dc 小	2	0.000004
a wd 即使	2	0.000004
对 p 整个	2	0.000004
整个 b 集团	2	0.000004
b 集团 n	2	0.000004
形成 vt 不	2	0.000004
了 vi 规模	2	0.000004
vi 规模 n	2	0.000004
c 有些 rz	2	0.000004
从 p 小	2	0.000004
a 做 vt	2	0.000004
逐步 d 扩大	2	0.000004
过分 ad 强调	2	0.000004
强调 vt 低	2	0.000004
战略性 n 改组	2	0.000004
n wj 很多	2	0.000004
m 新建 vt	2	0.000004
vt 中小企业 jn	2	0.000004
迅速 ad 膨胀	2	0.000004
ad 膨胀 vi	2	0.000004
vt wd 导致	2	0.000004
兼并 vt 是	2	0.000004
f 救 vt	2	0.000004
rr wd 而且	2	0.000004
a wd 需要	2	0.000004
dc 流行 a	2	0.000004
流行 a 的	2	0.000004
根据 p 国家	2	0.000004
有关 vn 政策	2	0.000004
d 偿还 vt	2	0.000004
fen1 qd 钱	2	0.000004
的 ud 盈利	2	0.000004
ud 盈利 n	2	0.000004
n 归还 vt	2	0.000004
似乎 d 不	2	0.000004
n wm 第一	2	0.000004
合同 n 的	2	0.000004
vt 费用 n	2	0.000004
费用 n 的	2	0.000004
n 支出 vn	2	0.000004
支出 vn wd	2	0.000004
vn 可能 vu	2	0.000004
df 被 p	2	0.000004
wj 购并 vt	2	0.000004
向 p 被	2	0.000004
n 派驻 vt	2	0.000004
在 p 经过	2	0.000004
没 df 有	2	0.000004
df 有 vt	2	0.000004
和 c 维持	2	0.000004
ud wj 如果	2	0.000004
成为 vl 集团	2	0.000004
vl 集团 n	2	0.000004
wj 第四 m	2	0.000004
m wd 企业	2	0.000004
而 c 没有	2	0.000004
vt 会计 n	2	0.000004
放弃 vt 的	2	0.000004
c nx 公司	2	0.000004
收益 v 万	2	0.000004
wd 成本 n	2	0.000004
n 支出 vt	2	0.000004
则 c 可能	2	0.000004
s wd 该	2	0.000004
vl wd 企业	2	0.000004
实施 vt 正确	2	0.000004
wu 战略 n	2	0.000004
收益 n wd	2	0.000004
从 p 长期	2	0.000004
ud wj 相反	2	0.000004
n 规划 n	2	0.000004
c 执行 vt	2	0.000004
执行 vt 了	2	0.000004
n wd 低	2	0.000004
是 vl 惨重	2	0.000004
vl 惨重 a	2	0.000004
f 大举 d	2	0.000004
和 c 娱乐业	2	0.000004
c 娱乐业 n	2	0.000004
t 买 vt	2	0.000004
买 vt 下	2	0.000004
制作 vn 公司	2	0.000004
公司 n 进行	2	0.000004
wd 索尼 nz	2	0.000004
娱乐业 n 的	2	0.000004
陷入 vt 了	2	0.000004
对 p 自己	2	0.000004
陌生 a 的	2	0.000004
t 房地产 jn	2	0.000004
房地产 jn 热	2	0.000004
jn 热 kn	2	0.000004
Ng wd 不少	2	0.000004
d 主张 vt	2	0.000004
vt 扩张 vt	2	0.000004
但 c 最终	2	0.000004
结果 n 是	2	0.000004
争取 vt 了	2	0.000004
阵地 n wj	2	0.000004
wd 联想 nz	2	0.000004
rz 发展 vn	2	0.000004
承认 vn wd	2	0.000004
p 列入 vt	2	0.000004
试点 vn 企业	2	0.000004
说明 vt wd	2	0.000004
怀 vt 全局	2	0.000004
全局 n wj	2	0.000004
ying1 vu 进行	2	0.000004
c 本 rz	2	0.000004
n 暂时 d	2	0.000004
vn 19980105 01	2	0.000004
t wd 资产	2	0.000004
a wd 相当	2	0.000004
wd 相当 dc	2	0.000004
种 qz 高级	2	0.000004
qz 高级 a	2	0.000004
vn 转向 zhuan3xiang4	2	0.000004
u wj 在	2	0.000004
把 p 资产	2	0.000004
理解 vt 为	2	0.000004
a 业务 n	2	0.000004
n 构成 n	2	0.000004
盲目 a 地	2	0.000004
n wd 热衷	2	0.000004
wd 热衷 vt	2	0.000004
证券 n wu	2	0.000004
n wu 期货	2	0.000004
wu 期货 n	2	0.000004
的 ud 见解	2	0.000004
ud 见解 n	2	0.000004
经营 vn 属于	2	0.000004
vn 属于 vl	2	0.000004
属于 vl 投资	2	0.000004
银行 n 等	2	0.000004
n wd 旨在	2	0.000004
wd 旨在 vt	2	0.000004
进行 vx 有效	2	0.000004
vx 有效 a	2	0.000004
n 组合 vn	2	0.000004
nx wky wd	2	0.000004
n wd 资本	2	0.000004
的 ud 投资者	2	0.000004
ud 投资者 n	2	0.000004
ying1 vu wyz	2	0.000004
种 qz 股票	2	0.000004
qz 股票 n	2	0.000004
债券 n 收益	2	0.000004
收益 n 的	2	0.000004
vn 会 vu	2	0.000004
会 vu 与	2	0.000004
过分 ad 集中	2	0.000004
投资 vt 于	2	0.000004
于 p 一	2	0.000004
在 p 投资	2	0.000004
业务 n 中	2	0.000004
的 ud 购买	2	0.000004
n wj 由此	2	0.000004
由此 d 可以	2	0.000004
与 p 生产	2	0.000004
对 p 生产	2	0.000004
u wd 资产	2	0.000004
种 qz 手段	2	0.000004
qz 手段 n	2	0.000004
把 p 生产	2	0.000004
t 许多 m	2	0.000004
来 vi 发展	2	0.000004
vt wd 抓住	2	0.000004
d 扩张 vt	2	0.000004
扩张 vt wj	2	0.000004
不可 vu 否认	2	0.000004
法人 n 实体	2	0.000004
n 实体 n	2	0.000004
和 c 竞争	2	0.000004
wd 生产 vn	2	0.000004
wj 问题 n	2	0.000004
问题 n 在于	2	0.000004
rz 属于 vl	2	0.000004
u 不 df	2	0.000004
经常 d 发生	2	0.000004
可能 vu 不	2	0.000004
d 培训 vt	2	0.000004
做 vt wd	2	0.000004
和 c 风险	2	0.000004
c 风险 n	2	0.000004
值得 vt 我们	2	0.000004
我们 rr 借鉴	2	0.000004
rr 借鉴 vt	2	0.000004
兴起 vt wd	2	0.000004
企业 n 向	2	0.000004
行业 n 迅速	2	0.000004
vt wj 与	2	0.000004
与 p 这种	2	0.000004
相 d 对应	2	0.000004
d 对应 vi	2	0.000004
对应 vi wd	2	0.000004
vt wj 许多	2	0.000004
wd 重要 a	2	0.000004
在 p 大量	2	0.000004
才 d 发现	2	0.000004
自己 rr 并	2	0.000004
知道 vt 如何	2	0.000004
出去 vq wj	2	0.000004
最后 f 以	2	0.000004
vn 只 d	2	0.000004
n wd 决	2	0.000004
企业 n 应当	2	0.000004
vu 强化 vt	2	0.000004
强化 vt 自身	2	0.000004
十五大 j 为	2	0.000004
j 为 wei4	2	0.000004
发展 vt 提供	2	0.000004
c 抓住 vt	2	0.000004
加快 vt 自身	2	0.000004
强化 vt 功能	2	0.000004
功能 n 建设	2	0.000004
vn wj 首先	2	0.000004
vt 规范 a	2	0.000004
规范 a 的	2	0.000004
纽带 n 的	2	0.000004
的 ud 母子公司	2	0.000004
ud 母子公司 j	2	0.000004
j 关系 n	2	0.000004
但 c 有	2	0.000004
不 df 完善	2	0.000004
df 完善 a	2	0.000004
完善 a wd	2	0.000004
df 形成 vt	2	0.000004
合力 n wd	2	0.000004
n wyy 现象	2	0.000004
认真 ad 落实	2	0.000004
wu 改造 vt	2	0.000004
是 vl 当前	2	0.000004
vl 当前 t	2	0.000004
当前 t 企业	2	0.000004
当务之急 in wd	2	0.000004
建立 vt 完整	2	0.000004
功能 n 体系	2	0.000004
n wj 传统	2	0.000004
wj 传统 a	2	0.000004
传统 a 体制	2	0.000004
n 基本上 d	2	0.000004
vl 技术 n	2	0.000004
c 各自 rr	2	0.000004
企业 n 都	2	0.000004
n 指挥 vt	2	0.000004
wd 基本上 d	2	0.000004
vi wd 开拓	2	0.000004
vt 弱 a	2	0.000004
无法 vt 适应	2	0.000004
vt 健全 vt	2	0.000004
经营 vn 功能	2	0.000004
wd 则 d	2	0.000004
健全 a wu	2	0.000004
wd 大型 b	2	0.000004
wu 营销 vn	2	0.000004
与 c 市场	2	0.000004
经验 n 表明	2	0.000004
营销 vn wu	2	0.000004
vn wu 财务	2	0.000004
wu 财务 n	2	0.000004
n 战略性 n	2	0.000004
c wd 党	2	0.000004
a wu 更	2	0.000004
wu 更 dc	2	0.000004
001 m 论	2	0.000004
m 论 vt	2	0.000004
出发 vi wyy	2	0.000004
做 vt 任何	2	0.000004
任何 rz 工作	2	0.000004
一个 mq 老	2	0.000004
需要 vt 以	2	0.000004
条 qe 线	2	0.000004
qe 线 n	2	0.000004
网络 n wj	2	0.000004
包含 vt 着	2	0.000004
现状 n wd	2	0.000004
发展 vn 潜力	2	0.000004
vn 潜力 n	2	0.000004
n 气候 n	2	0.000004
当地 s 干部	2	0.000004
s 干部 n	2	0.000004
科技 n 文化	2	0.000004
f wd 如果	2	0.000004
rr 仅仅 d	2	0.000004
d 抓住 vt	2	0.000004
当地 s 和	2	0.000004
和 c 外地	2	0.000004
c 外地 s	2	0.000004
n wd 不顾	2	0.000004
wd 不顾 vt	2	0.000004
wd 别人 rr	2	0.000004
gan4 vt 啥	2	0.000004
啥 ry 我	2	0.000004
ry 我 rr	2	0.000004
啥 ry wd	2	0.000004
上 vt 啥	2	0.000004
vi wd 其实	2	0.000004
wj 那种 rz	2	0.000004
搞 vt 形式主义	2	0.000004
形式主义 n 的	2	0.000004
反对 vt wj	2	0.000004
005 m 要	2	0.000004
做到 vt 从	2	0.000004
vt 深入 vt	2	0.000004
n wu 调查	2	0.000004
需要 vu 有	2	0.000004
兢兢业业 iv wu	2	0.000004
能 vu 真正	2	0.000004
有序 vi 的	2	0.000004
wd 只是 c	2	0.000004
把 p 眼光	2	0.000004
n 盯 vt	2	0.000004
盯 vt 在	2	0.000004
vu 站 vt	2	0.000004
得 ue 更	2	0.000004
ue 更 dc	2	0.000004
vt 竞争 vt	2	0.000004
竞争 vt 激烈	2	0.000004
n wd 仅仅	2	0.000004
当地 s 是	2	0.000004
s 是 vt	2	0.000004
但 c 放	2	0.000004
c 放 vt	2	0.000004
到 vq 全国	2	0.000004
自然 n 条件	2	0.000004
条件 n 在	2	0.000004
到 vq 国内外	2	0.000004
vq 国内外 s	2	0.000004
自己 rr 更	2	0.000004
更 dc 有利	2	0.000004
有利 a wj	2	0.000004
a wj 更	2	0.000004
vt 变化 vt	2	0.000004
技术 n 迅猛	2	0.000004
生产力 n 的	2	0.000004
中 f 占有	2	0.000004
重要 a 位置	2	0.000004
迅速 a wj	2	0.000004
国外 s 市场	2	0.000004
vq wd 就	2	0.000004
就 d 很	2	0.000004
过去 t 我们	2	0.000004
我们 rr 一些	2	0.000004
一些 mq 项目	2	0.000004
mq 项目 n	2	0.000004
经 p 多	2	0.000004
多 a 方	2	0.000004
a 方 Ng	2	0.000004
要 c 真正	2	0.000004
下 vq 身子	2	0.000004
vq 身子 n	2	0.000004
身子 n wd	2	0.000004
大局 n 中	2	0.000004
d 放 vt	2	0.000004
观察 vt wd	2	0.000004
c 找 vt	2	0.000004
c 劣势 n	2	0.000004
n wd 找	2	0.000004
vi 促进 vt	2	0.000004
001 m 江苏	2	0.000004
年初 t 布置	2	0.000004
t 布置 vt	2	0.000004
中 t 检查	2	0.000004
年底 t 总结	2	0.000004
制度 n 19980105	2	0.000004
ns 都 d	2	0.000004
抓 vt 的	2	0.000004
省政府 n 一	2	0.000004
一 m 号	2	0.000004
p 报 n	2	0.000004
报 n 上	2	0.000004
wd 年初 t	2	0.000004
布置 vt wd	2	0.000004
vt wd 至今	2	0.000004
七 m 年	2	0.000004
的 ud 实事	2	0.000004
ud 实事 n	2	0.000004
息息相关 iv 的	2	0.000004
ns 每年 rz	2	0.000004
wj 十四大 jn	2	0.000004
和 c 基础	2	0.000004
c 基础 n	2	0.000004
是 vl 江苏	2	0.000004
多 a wu	2	0.000004
规模 n 最	2	0.000004
t 交通 n	2	0.000004
n wu 通信	2	0.000004
wu 通信 vn	2	0.000004
科技 n 工作	2	0.000004
工作 vn 也	2	0.000004
ns 办 vt	2	0.000004
内容 n 之一	2	0.000004
基本 ad 普及	2	0.000004
ad 普及 vt	2	0.000004
ad 扫除 vt	2	0.000004
n 脱贫 vi	2	0.000004
vi wd 同时	2	0.000004
劳动力 n 市场	2	0.000004
p 城镇 n	2	0.000004
要 vu 办	2	0.000004
vn wd 极	2	0.000004
m 因为 c	2	0.000004
c 客观 a	2	0.000004
d 落实 vt	2	0.000004
如实 vi 地	2	0.000004
m 省委 n	2	0.000004
改善 vt 群众	2	0.000004
西安 ns 市政府	2	0.000004
vn wu 工作	2	0.000004
条件 n 等	2	0.000004
n wyy m	2	0.000004
问题 n wf	2	0.000004
n wd 累计	2	0.000004
vt 安置 vt	2	0.000004
n 筹措 vt	2	0.000004
职工 n 进行	2	0.000004
救助 vn wd	2	0.000004
n wf 加快	2	0.000004
完成 vt 一	2	0.000004
qe 广场 n	2	0.000004
了 ul 城乡	2	0.000004
ul 城乡 n	2	0.000004
省会 n 城市	2	0.000004
vt 西安 ns	2	0.000004
wu 西安 ns	2	0.000004
vn 设施 n	2	0.000004
n 医务 b	2	0.000004
组成 vt m	2	0.000004
vt m 支	2	0.000004
支 qe 医疗队	2	0.000004
qe 医疗队 n	2	0.000004
农村 n 开展	2	0.000004
活动 vn wf	2	0.000004
亩 qd wyz	2	0.000004
001 m 乔	2	0.000004
wyz 慈善 an	2	0.000004
慈善 an 之	2	0.000004
an 之 u	2	0.000004
之 u 春	2	0.000004
u 春 Tg	2	0.000004
春 Tg wyy	2	0.000004
Tg wyy 芭蕾舞	2	0.000004
wyy 芭蕾舞 n	2	0.000004
n 演出 vn	2	0.000004
n nt 委员长	2	0.000004
nt 委员长 n	2	0.000004
委员长 n 乔	2	0.000004
n 乔 nrf	2	0.000004
石 nrg 今天	2	0.000004
晚上 t 在	2	0.000004
ns 观看 vt	2	0.000004
共同 d 为	2	0.000004
n 专场 n	2	0.000004
p 华 jn	2	0.000004
的 ud 俄罗斯	2	0.000004
ud 俄罗斯 ns	2	0.000004
俄罗斯 ns 克里姆林宫	2	0.000004
ns 克里姆林宫 ns	2	0.000004
wkz 天鹅湖 ns	2	0.000004
天鹅湖 ns wky	2	0.000004
了 ul 晚会	2	0.000004
ul 晚会 n	2	0.000004
这 rz 台	2	0.000004
ad 体现 vt	2	0.000004
vt 残疾人 n	2	0.000004
残疾人 n wd	2	0.000004
的 ud 主题	2	0.000004
ud 主题 n	2	0.000004
主题 n wj	2	0.000004
的 ud 数百	2	0.000004
ud 数百 m	2	0.000004
名 qe 学生	2	0.000004
qe 学生 n	2	0.000004
n 教师 n	2	0.000004
n 观众 n	2	0.000004
是 vl 俄罗斯	2	0.000004
艺术家 n wj	2	0.000004
rr 今晚 t	2	0.000004
博得 vt 了	2	0.000004
n wu 北京	2	0.000004
wu 北京市 ns	2	0.000004
ns 市长 n	2	0.000004
19980105 01 007	2	0.000004
001 m 文化	2	0.000004
农民 n 欢迎	2	0.000004
n 欢迎 vt	2	0.000004
m 山东省 ns	2	0.000004
是 vl 省	2	0.000004
vl 省 n	2	0.000004
19980105 01 008	2	0.000004
001 m 上海	2	0.000004
上海 ns 国内	2	0.000004
总值 n 突破	2	0.000004
突破 vt 亿	2	0.000004
统计 vn 资料	2	0.000004
首次 mq 超过	2	0.000004
mq 超过 vt	2	0.000004
ns 人均 jm	2	0.000004
总值 n 在	2	0.000004
率先 d 突破	2	0.000004
计算 vt wd	2	0.000004
vt 翻 vt	2	0.000004
战略 n 目标	2	0.000004
qd wd 但	2	0.000004
c 低于 vt	2	0.000004
世界 n 平均	2	0.000004
平均 a 水平	2	0.000004
wj wkz 均	2	0.000004
wkz 均 d	2	0.000004
新华社 nt wky	2	0.000004
19980105 01 009	2	0.000004
南京 ns 长江	2	0.000004
n nz 铁路桥	2	0.000004
nz 铁路桥 n	2	0.000004
铁路桥 n 大修	2	0.000004
竣工 vi wj	2	0.000004
n 框架 n	2	0.000004
快速 d 运行	2	0.000004
的 ud 时速	2	0.000004
ud 时速 n	2	0.000004
qd 提高 vt	2	0.000004
qd wj 工程	2	0.000004
19980105 01 010	2	0.000004
01 010 001	2	0.000004
001 m 郑州	2	0.000004
m 郑州 ns	2	0.000004
治理 vn 项目	2	0.000004
郑州市 ns 污水	2	0.000004
ns 污水 n	2	0.000004
工程 n 日前	2	0.000004
是 vl 国务院	2	0.000004
vl 国务院 nt	2	0.000004
基金 n nz	2	0.000004
开发 vn 银行	2	0.000004
总 b 投资	2	0.000004
b 投资 n	2	0.000004
v 亿 m	2	0.000004
m 未 df	2	0.000004
未 df 经过	2	0.000004
df 经过 vt	2	0.000004
wd 通过 vt	2	0.000004
ns wj 这	2	0.000004
的 ud 污染	2	0.000004
ud 污染 vn	2	0.000004
01 011 001	2	0.000004
开发 vt 沙漠	2	0.000004
vt 沙漠 n	2	0.000004
