# 总词数: 487832
# 词汇表大小: 91800
# 格式: 词语	频次	频率
#==================================================
p 基层	7	0.000014
n 私营	7	0.000014
检查组 n	7	0.000014
n 先	7	0.000014
接待费 n	7	0.000014
解释 vt	7	0.000014
nz 宾馆	7	0.000014
d 管理	7	0.000014
美容美发店 n	7	0.000014
楼房 n	7	0.000014
钥匙 n	7	0.000014
vn 带来	7	0.000014
t 他	7	0.000014
m 荣誉	7	0.000014
课 n	7	0.000014
n 一级	7	0.000014
p 人民日报	7	0.000014
n 战线	7	0.000014
qe 下岗	7	0.000014
m 这些	7	0.000014
n 职务	7	0.000014
vt 人才	7	0.000014
中小企业 jn	7	0.000014
wu 辽宁	7	0.000014
vt 工业	7	0.000014
c 资产	7	0.000014
n 运输	7	0.000014
wf 年	7	0.000014
qe 根本性	7	0.000014
vu 发展	7	0.000014
vt 地区	7	0.000014
vn 优势	7	0.000014
p 资产	7	0.000014
n 等等	7	0.000014
wd 可能	7	0.000014
p 技术	7	0.000014
n 收益	7	0.000014
分工 vi	7	0.000014
限度 n	7	0.000014
wd 出现	7	0.000014
vt 垄断	7	0.000014
垄断 vn	7	0.000014
适度 a	7	0.000014
p 市场经济	7	0.000014
vu 根据	7	0.000014
wd 无法	7	0.000014
wj 不少	7	0.000014
分散 vt	7	0.000014
表面 n	7	0.000014
n 总部	7	0.000014
vt 出去	7	0.000014
wu 投资	7	0.000014
冲击 vt	7	0.000014
战略性 n	7	0.000014
救 vt	7	0.000014
vt 全部	7	0.000014
d 包括	7	0.000014
错误 a	7	0.000014
合资 vi	7	0.000014
总裁 n	7	0.000014
债券 n	7	0.000014
避免 vt	7	0.000014
vt 提供	7	0.000014
n 创新	7	0.000014
健全 vt	7	0.000014
n 功能	7	0.000014
健全 a	7	0.000014
vu 发挥	7	0.000014
不够 a	7	0.000014
ud 监督	7	0.000014
vt 电话	7	0.000014
b 目标	7	0.000014
c 部分	7	0.000014
m 门	7	0.000014
总会 n	7	0.000014
vn 现场	7	0.000014
随时 d	7	0.000014
n 下乡	7	0.000014
n 利用	7	0.000014
wu 快速	7	0.000014
大户 n	7	0.000014
nrg wm	7	0.000014
购 Vg	7	0.000014
wd 要么	7	0.000014
jb 金融版	7	0.000014
金融版 n	7	0.000014
着力 vd	7	0.000014
肯定 vn	7	0.000014
委托 vn	7	0.000014
vn 职能	7	0.000014
结构性 n	7	0.000014
p 上述	7	0.000014
n 收费	7	0.000014
d 罚款	7	0.000014
n 优化	7	0.000014
n 经营者	7	0.000014
n 近日	7	0.000014
p 该	7	0.000014
暴露 vt	7	0.000014
ad 向	7	0.000014
心血 n	7	0.000014
一再 d	7	0.000014
wd 不得	7	0.000014
p 艰苦	7	0.000014
清除 vt	7	0.000014
意识 vi	7	0.000014
练 vt	7	0.000014
骑 vt	7	0.000014
n 显著	7	0.000014
wd 想	7	0.000014
wd 没	7	0.000014
d 在于	7	0.000014
wj 同年	7	0.000014
p 地方	7	0.000014
开展 vn	7	0.000014
湖北省 ns	7	0.000014
n 难	7	0.000014
构建 vt	7	0.000014
暂行 b	7	0.000014
钟 nrf	7	0.000014
ns 第二	7	0.000014
人民法院 n	7	0.000014
d 发挥	7	0.000014
d 负责	7	0.000014
rz 甚至	7	0.000014
n 重要	7	0.000014
wj 没有	7	0.000014
n 作风	7	0.000014
p 个别	7	0.000014
n 处	7	0.000014
a 反响	7	0.000014
vt 虎	7	0.000014
遗体 n	7	0.000014
n 降	7	0.000014
追 vt	7	0.000014
vn 处理	7	0.000014
vn 信息	7	0.000014
对外 vi	7	0.000014
n 成立	7	0.000014
nt 院长	7	0.000014
vn 地位	7	0.000014
表 Vg	7	0.000014
公众 n	7	0.000014
jn 结合	7	0.000014
n 出身	7	0.000014
携 vt	7	0.000014
急诊 n	7	0.000014
中医药 n	7	0.000014
wu 生产	7	0.000014
上网 v	7	0.000014
vt 用户	7	0.000014
开设 vt	7	0.000014
ad 打击	7	0.000014
vi 五	7	0.000014
保险 n	7	0.000014
核电站 n	7	0.000014
jn 投资	7	0.000014
n 总公司	7	0.000014
t 下旬	7	0.000014
下旬 t	7	0.000014
c 想	7	0.000014
vt 原	7	0.000014
rz 莫斯科	7	0.000014
职权 n	7	0.000014
身份 n	7	0.000014
ns 警方	7	0.000014
返回 vt	7	0.000014
n 舞台	7	0.000014
ns 工作	7	0.000014
平衡 a	7	0.000014
nrf 女士	7	0.000014
腿 n	7	0.000014
rr 能	7	0.000014
边境 s	7	0.000014
失业 vn	7	0.000014
定于 vt	7	0.000014
n 游客	7	0.000014
应付 vt	7	0.000014
监管 vt	7	0.000014
ud 兼并	7	0.000014
迫使 vt	7	0.000014
利息 n	7	0.000014
故障 n	7	0.000014
欺诈 vn	7	0.000014
一致 ad	7	0.000014
p 该行	7	0.000014
df 受	7	0.000014
vt 损失	7	0.000014
审计 vn	7	0.000014
wd 一方面	7	0.000014
n 资本	7	0.000014
t 奥运会	7	0.000014
甲 nz	7	0.000014
主场 n	7	0.000014
vt 山东	7	0.000014
击败 vt	7	0.000014
球 n	7	0.000014
呼和浩特市 ns	7	0.000014
ns 围棋	7	0.000014
wd 张	7	0.000014
wd 迅速	7	0.000014
n 投向	7	0.000014
c 给	7	0.000014
wj 人们	7	0.000014
a 数字	7	0.000014
nx 的	7	0.000014
b 需求	7	0.000014
ud 水平	7	0.000014
a 商品	7	0.000014
泰 jn	7	0.000014
进而 c	7	0.000014
wf 另一方面	7	0.000014
p 人民币	7	0.000014
d 推进	7	0.000014
wd 美元	7	0.000014
vu 依法	7	0.000014
vn 手段	7	0.000014
n 配置	7	0.000014
n 以外	7	0.000014
收费 vi	7	0.000014
拒 Vg	7	0.000014
n 分局	7	0.000014
nt 处长	7	0.000014
模特 n	7	0.000014
商家 n	7	0.000014
厅 n	7	0.000014
官 n	7	0.000014
11 010	7	0.000014
远程 b	7	0.000014
b 教育	7	0.000014
ud 电子	7	0.000014
vt 运行	7	0.000014
移动 vn	7	0.000014
清晰 a	7	0.000014
n 大幅	7	0.000014
漫游 vn	7	0.000014
存 vt	7	0.000014
12 008	7	0.000014
vt 街道	7	0.000014
qz 的	7	0.000014
nrf 江	7	0.000014
江 nrg	7	0.000014
n 办事处	7	0.000014
wyy 产品	7	0.000014
wj 国务院	7	0.000014
f 世纪	7	0.000014
ud 主张	7	0.000014
m 一个	7	0.000014
rz 网络版	7	0.000014
rr 这个	7	0.000014
保存 vt	7	0.000014
原料 n	7	0.000014
p 本法	7	0.000014
n 干预	7	0.000014
vn 商品	7	0.000014
n 经	7	0.000014
鼓励 vn	7	0.000014
wd 严格	7	0.000014
wd 外汇	7	0.000014
规范 n	7	0.000014
vd 治	7	0.000014
党内 s	7	0.000014
党性 n	7	0.000014
品德 n	7	0.000014
wkz 党建	7	0.000014
b 副	7	0.000014
vt 死	7	0.000014
邮票 n	7	0.000014
n 鱼类	7	0.000014
自然保护区 n	7	0.000014
ud 十四大	7	0.000014
vn 经验	7	0.000014
p 别人	7	0.000014
动手 vi	7	0.000014
爬 vt	7	0.000014
结婚 vi	7	0.000014
mq 诞辰	7	0.000014
南开 ns	7	0.000014
n 研讨会	7	0.000014
增长点 n	7	0.000014
b 产业	7	0.000014
进攻 vn	7	0.000014
nrf 卫平	7	0.000014
卫平 nrg	7	0.000014
鲁能 nz	7	0.000014
nrf 伟民	7	0.000014
伟民 nrg	7	0.000014
wd 山东	7	0.000014
冬奥会 jn	7	0.000014
攻关 vn	7	0.000014
n 一旦	7	0.000014
大多 d	7	0.000014
野外 s	7	0.000014
斋月 t	7	0.000014
wkz 社会	7	0.000014
vu 提高	7	0.000014
wkz 约	7	0.000014
绍罗什 nr	7	0.000014
纪念币 n	7	0.000014
u wf	7	0.000014
vt 水果	7	0.000014
驾驶 vt	7	0.000014
wd 应该	7	0.000014
vx 一个	7	0.000014
vt 政策	7	0.000014
飞鹰 nz	7	0.000014
河西 ns	7	0.000014
亲属 n	7	0.000014
怀念 vt	7	0.000014
六中全会 jn	7	0.000014
报案 vi	7	0.000014
审理 vt	7	0.000014
vl 农业	7	0.000014
vn 环节	7	0.000014
ul 一定	7	0.000014
a 字	7	0.000014
vn 表演	7	0.000014
vt 菜	7	0.000014
nrf 汉文	7	0.000014
汉文 nrg	7	0.000014
前线 s	7	0.000014
vt 革命	7	0.000014
n 升值	7	0.000014
vn 19980107	7	0.000014
压锭 v	7	0.000014
p 敌人	7	0.000014
wj 敌人	7	0.000014
救人 vi	7	0.000014
转播权 n	7	0.000014
ud 咖啡	7	0.000014
vt 咖啡	7	0.000014
a 势力	7	0.000014
安南 nr	7	0.000014
地铁 n	7	0.000014
大脑 n	7	0.000014
n 损耗	7	0.000014
df 交	7	0.000014
nrf 文军	7	0.000014
文军 nrg	7	0.000014
10 013	7	0.000014
停车费 n	7	0.000014
广元市 ns	7	0.000014
nrf 锡山	7	0.000014
锡山 nrg	7	0.000014
白 jn	7	0.000014
沁源 ns	7	0.000014
vn 运动	7	0.000014
维持会 n	7	0.000014
n 训练班	7	0.000014
wj 何	7	0.000014
nrf 四光	7	0.000014
四光 nrg	7	0.000014
n 地质	7	0.000014
t 价格	7	0.000014
vt 需求	7	0.000014
wkz 文选	7	0.000014
vi 19980108	7	0.000014
出生 vn	7	0.000014
nrf 散	7	0.000014
散 之	7	0.000014
nrg 辽宁省	7	0.000014
n 生态	7	0.000014
游泳 vn	7	0.000014
泳联 jn	7	0.000014
vt 林业	7	0.000014
09 010	7	0.000014
09 012	7	0.000014
p 典型	7	0.000014
vt 筷子	7	0.000014
筷子 n	7	0.000014
vi 之际	6	0.000012
ns 发展	6	0.000012
决心 d	6	0.000012
ud 繁荣	6	0.000012
vn 稳定	6	0.000012
迈进 vt	6	0.000012
vn 态势	6	0.000012
a 法制	6	0.000012
r 事业	6	0.000012
vx 新	6	0.000012
n 风波	6	0.000012
vu 逐步	6	0.000012
ud 全局	6	0.000012
n 确定	6	0.000012
vn 进一步	6	0.000012
ud 时代	6	0.000012
ud 趋势	6	0.000012
wd 开拓进取	6	0.000012
wd 建设	6	0.000012
m 实现	6	0.000012
心愿 n	6	0.000012
wj 任何	6	0.000012
wd 拿	6	0.000012
往来 vi	6	0.000012
通航 vi	6	0.000012
贫困 an	6	0.000012
n 一道	6	0.000012
ud 美好	6	0.000012
wd 家庭	6	0.000012
wt wkz	6	0.000012
篇章 n	6	0.000012
vi 地	6	0.000012
ud 光辉	6	0.000012
繁重 a	6	0.000012
c 解决	6	0.000012
d 进一步	6	0.000012
c 掌握	6	0.000012
f 形成	6	0.000012
p 完成	6	0.000012
ui 坚持	6	0.000012
ud 束缚	6	0.000012
d 做到	6	0.000012
a 规律	6	0.000012
wd 勇于	6	0.000012
vu 切实	6	0.000012
vt 富强	6	0.000012
wu 民主	6	0.000012
ud 顺利	6	0.000012
wu 政治	6	0.000012
a 纲领	6	0.000012
ad 联系	6	0.000012
意愿 n	6	0.000012
wd 关心	6	0.000012
疾苦 n	6	0.000012
实 a	6	0.000012
wu 讲	6	0.000012
表率 n	6	0.000012
a 领导	6	0.000012
祥和 a	6	0.000012
办公厅 n	6	0.000012
qe 著名	6	0.000012
wp 中国	6	0.000012
d 演出	6	0.000012
演奏 vt	6	0.000012
沪 jn	6	0.000012
优美 a	6	0.000012
天安门 ns	6	0.000012
ud 著名	6	0.000012
声 n	6	0.000012
祝 nrf	6	0.000012
掌声 n	6	0.000012
亲切 ad	6	0.000012
坚守 vt	6	0.000012
vt 19980101	6	0.000012
电厂 n	6	0.000012
p 职工	6	0.000012
t 我	6	0.000012
vi 起来	6	0.000012
wd 你们	6	0.000012
d 希望	6	0.000012
ud 转变	6	0.000012
f 向	6	0.000012
vt 北京市	6	0.000012
vt 工厂	6	0.000012
n 郭	6	0.000012
ul 他们	6	0.000012
mq 老	6	0.000012
丢 vt	6	0.000012
营造 vt	6	0.000012
工人阶级 n	6	0.000012
建功立业 iv	6	0.000012
总工会 n	6	0.000012
阶级 n	6	0.000012
vu 坚持	6	0.000012
c 坚持	6	0.000012
vn 意识	6	0.000012
革新 vn	6	0.000012
u 活动	6	0.000012
辉煌 an	6	0.000012
wd 发扬	6	0.000012
爱国 a	6	0.000012
ud 挑战	6	0.000012
nt 周围	6	0.000012
p 跨	6	0.000012
ud 共产主义	6	0.000012
a 领导人	6	0.000012
nr 今天	6	0.000012
vt 特大	6	0.000012
灾情 n	6	0.000012
ud 损失	6	0.000012
灾 n	6	0.000012
p 有	6	0.000012
dc 重	6	0.000012
燃料 n	6	0.000012
t 为止	6	0.000012
vt 因	6	0.000012
vn 救灾	6	0.000012
vt 小雪	6	0.000012
小雪 n	6	0.000012
p 新闻	6	0.000012
c 国内	6	0.000012
ud 跨	6	0.000012
wd 表示	6	0.000012
p 第一	6	0.000012
vt 资格	6	0.000012
vi 工作	6	0.000012
vl 加强	6	0.000012
a 举措	6	0.000012
f 才	6	0.000012
vn 电视	6	0.000012
m 温	6	0.000012
ns 农村	6	0.000012
p 本世纪	6	0.000012
a 人口	6	0.000012
温饱 n	6	0.000012
nz 自治州	6	0.000012
vi 抓	6	0.000012
vt 放	6	0.000012
吃饭 vi	6	0.000012
农田 n	6	0.000012
双手 n	6	0.000012
wu 春节	6	0.000012
nrf 永波	6	0.000012
永波 nrg	6	0.000012
p 先进	6	0.000012
vt 江	6	0.000012
nrg 主席	6	0.000012
vt 军队	6	0.000012
p 同	6	0.000012
nt 代表	6	0.000012
vl 中华民族	6	0.000012
a 美德	6	0.000012
p 军队	6	0.000012
p 淮	6	0.000012
淮 jn	6	0.000012
vt 淮河	6	0.000012
钟声 n	6	0.000012
负荷 n	6	0.000012
ad 宣布	6	0.000012
治理 vn	6	0.000012
ns 环境	6	0.000012
自动 d	6	0.000012
wd 几	6	0.000012
dc 的	6	0.000012
qe 城市	6	0.000012
脚踏实地 iv	6	0.000012
隆重 ad	6	0.000012
nrf 干	6	0.000012
干 nrg	6	0.000012
国务委员 n	6	0.000012
n 旅游局	6	0.000012
旅游局 n	6	0.000012
隆重 a	6	0.000012
f 宣布	6	0.000012
较 p	6	0.000012
vt 全年	6	0.000012
ud t	6	0.000012
游 vt	6	0.000012
d 分	6	0.000012
ns 儿童	6	0.000012
vn 重点	6	0.000012
n 唐	6	0.000012
wyz 十五大	6	0.000012
vt 共同	6	0.000012
wd 落实	6	0.000012
p 非洲	6	0.000012
团结 vn	6	0.000012
致力 vt	6	0.000012
a 友好	6	0.000012
环保 jn	6	0.000012
胜利 nz	6	0.000012
八五 j	6	0.000012
wd 全年	6	0.000012
wd 投产	6	0.000012
a 解决	6	0.000012
wd 城市	6	0.000012
陕西省 ns	6	0.000012
m 人口	6	0.000012
wd 开通	6	0.000012
wu 沈阳	6	0.000012
n 分摊	6	0.000012
分摊 vn	6	0.000012
ns 从	6	0.000012
uz wyz	6	0.000012
n 比例	6	0.000012
计算 vt	6	0.000012
vn 比例	6	0.000012
vt 会费	6	0.000012
席位 n	6	0.000012
c 应	6	0.000012
民主 ad	6	0.000012
rz 才	6	0.000012
ud 机制	6	0.000012
n 义务	6	0.000012
各省 r	6	0.000012
任期 n	6	0.000012
jn 南	6	0.000012
d 评价	6	0.000012
nrf 宪	6	0.000012
宪 nrg	6	0.000012
刚 nrg	6	0.000012
n 恩佐	6	0.000012
ns 研究	6	0.000012
p 长期	6	0.000012
ud 了解	6	0.000012
n 争取	6	0.000012
vt 种族	6	0.000012
wd 支持	6	0.000012
n 隔离	6	0.000012
t 几	6	0.000012
可望 vt	6	0.000012
a 时间	6	0.000012
wj 南非	6	0.000012
n 相信	6	0.000012
vq 两	6	0.000012
c 非洲	6	0.000012
vx 影响	6	0.000012
m 重大	6	0.000012
n 事务	6	0.000012
n 大国	6	0.000012
正式 a	6	0.000012
国际法 n	6	0.000012
vl 与	6	0.000012
wyy 他	6	0.000012
nr 强调	6	0.000012
p 本国	6	0.000012
003 012	6	0.000012
df 忘记	6	0.000012
n 经贸	6	0.000012
ns 正式	6	0.000012
ud 观点	6	0.000012
p 台湾	6	0.000012
比勒陀利亚 ns	6	0.000012
wd 无疑	6	0.000012
d 设立	6	0.000012
Vg 于	6	0.000012
n 还要	6	0.000012
回顾 vt	6	0.000012
vn 大使	6	0.000012
rz 举行	6	0.000012
wj 钱	6	0.000012
f 发展	6	0.000012
vl 可以	6	0.000012
d 和	6	0.000012
内政 n	6	0.000012
p 即将	6	0.000012
复苏 vt	6	0.000012
vt 努力	6	0.000012
vt 巩固	6	0.000012
p 乌克兰	6	0.000012
wd 巩固	6	0.000012
t 所	6	0.000012
痛苦 an	6	0.000012
vt 有力	6	0.000012
n 吕	6	0.000012
谋求 vt	6	0.000012
ui 看到	6	0.000012
005 010	6	0.000012
北约 ns	6	0.000012
外交部 n	6	0.000012
t 结束	6	0.000012
谷 nrf	6	0.000012
p 东亚	6	0.000012
m 世界	6	0.000012
nt 所长	6	0.000012
vt 下降	6	0.000012
c 由于	6	0.000012
n 记者	6	0.000012
总人口 n	6	0.000012
化工 n	6	0.000012
nr 还	6	0.000012
地理 n	6	0.000012
wd 拥有	6	0.000012
家电 jn	6	0.000012
ud 经济效益	6	0.000012
vt 老	6	0.000012
wd 有利于	6	0.000012
ud 邀请	6	0.000012
t 抵	6	0.000012
n 两旁	6	0.000012
两旁 f	6	0.000012
t 工作	6	0.000012
a 速度	6	0.000012
增幅 n	6	0.000012
wd 财政	6	0.000012
df 够	6	0.000012
n 接轨	6	0.000012
接轨 vi	6	0.000012
vl 农民	6	0.000012
需 vt	6	0.000012
f 把	6	0.000012
n 坚决	6	0.000012
ud 武装	6	0.000012
ud 反	6	0.000012
n 回到	6	0.000012
ns 大使	6	0.000012
03 015	6	0.000012
nt 提供	6	0.000012
t 分别	6	0.000012
b 集装箱	6	0.000012
截流 vi	6	0.000012
ns 三峡	6	0.000012
ns 工程	6	0.000012
qv 工程	6	0.000012
喜 vt	6	0.000012
ns 去年	6	0.000012
棉花 n	6	0.000012
vt 丰收	6	0.000012
乡 ns	6	0.000012
乐 a	6	0.000012
wd 依靠	6	0.000012
n 超过	6	0.000012
a 责任	6	0.000012
ad 调整	6	0.000012
m 优秀	6	0.000012
二等功 n	6	0.000012
晚年 t	6	0.000012
t 生活	6	0.000012
弘扬 vt	6	0.000012
中学生 n	6	0.000012
n 学生	6	0.000012
vt 杂文	6	0.000012
wyz 你	6	0.000012
m 书	6	0.000012
贺 Vg	6	0.000012
ib wd	6	0.000012
rr 看	6	0.000012
n 吗	6	0.000012
激发 vt	6	0.000012
ww 我	6	0.000012
国情 n	6	0.000012
牺牲 vt	6	0.000012
wu 跨	6	0.000012
鲁迅 nr	6	0.000012
历经 vt	6	0.000012
重任 n	6	0.000012
vu 努力	6	0.000012
jn 领导	6	0.000012
旁 f	6	0.000012
p 生活	6	0.000012
黄 a	6	0.000012
轻轻 d	6	0.000012
ud 阳光	6	0.000012
032 m	6	0.000012
033 m	6	0.000012
龙 n	6	0.000012
染 vt	6	0.000012
头 n	6	0.000012
脚步 n	6	0.000012
从中 d	6	0.000012
p 岁月	6	0.000012
季节 n	6	0.000012
播种 bo1zhong4	6	0.000012
ui 在	6	0.000012
wd 不可	6	0.000012
wd 有时	6	0.000012
d 表现	6	0.000012
一个个 m	6	0.000012
n 面前	6	0.000012
或许 d	6	0.000012
ry 都	6	0.000012
u 情	6	0.000012
wd 反映	6	0.000012
rr 参加	6	0.000012
大理 ns	6	0.000012
风光 n	6	0.000012
动人 a	6	0.000012
d 写	6	0.000012
告别 vi	6	0.000012
wd 好	6	0.000012
战友 n	6	0.000012
年 年	6	0.000012
年 d	6	0.000012
上面 f	6	0.000012
ud 心态	6	0.000012
wj 尤其	6	0.000012
dc 能	6	0.000012
画面 n	6	0.000012
ud 祝福	6	0.000012
出自 vt	6	0.000012
vn 人民	6	0.000012
中国画 n	6	0.000012
vt 农贸市场	6	0.000012
近些年 t	6	0.000012
wd 生活	6	0.000012
感 Vg	6	0.000012
数 vt	6	0.000012
vt 蔬菜	6	0.000012
z wu	6	0.000012
徘徊 vi	6	0.000012
里面 f	6	0.000012
vt 白	6	0.000012
以至 c	6	0.000012
df 见	6	0.000012
喜爱 vt	6	0.000012
rr 这些	6	0.000012
全家 n	6	0.000012
愉快 a	6	0.000012
下面 f	6	0.000012
块 qc	6	0.000012
vt 回来	6	0.000012
008 012	6	0.000012
踏 vt	6	0.000012
好像 d	6	0.000012
置身 vt	6	0.000012
ud 还有	6	0.000012
ud 希望	6	0.000012
抵达 vt	6	0.000012
遍 qv	6	0.000012
n 般的	6	0.000012
Tg 的	6	0.000012
d 抓	6	0.000012
献给 vt	6	0.000012
ud 节日	6	0.000012
t 一日	6	0.000012
a 讲话	6	0.000012
wm 19980102	6	0.000012
民主党派 n	6	0.000012
爱国人士 n	6	0.000012
n 广大	6	0.000012
wu 农民	6	0.000012
指战员 n	6	0.000012
m 一九九七年	6	0.000012
敬爱 vt	6	0.000012
n 紧密	6	0.000012
p 党中央	6	0.000012
n 良好	6	0.000012
wyy 计划	6	0.000012
vn 得到	6	0.000012
n 协调	6	0.000012
rz 已	6	0.000012
wj 国际	6	0.000012
d 健康	6	0.000012
ad 做	6	0.000012
d 召开	6	0.000012
清醒 a	6	0.000012
p 本地	6	0.000012
rz 本	6	0.000012
扎扎实实 z	6	0.000012
ui 工作	6	0.000012
ud 规范化	6	0.000012
ad 奋斗	6	0.000012
vt 佳节	6	0.000012
wd 祝	6	0.000012
vi 顺利	6	0.000012
wu 钱	6	0.000012
wu 胡	6	0.000012
u 有关	6	0.000012
东海 ns	6	0.000012
清晨 t	6	0.000012
q 的	6	0.000012
m 与	6	0.000012
wky 活动	6	0.000012
序幕 n	6	0.000012
到处 d	6	0.000012
整洁 a	6	0.000012
n 风格	6	0.000012
革命 a	6	0.000012
wu 南非	6	0.000012
n 时刻	6	0.000012
vt 南非共和国	6	0.000012
增进 vt	6	0.000012
vi wkz	6	0.000012
vt 成立	6	0.000012
m 此次	6	0.000012
黑龙江省 ns	6	0.000012
率 vt	6	0.000012
慰问组 n	6	0.000012
ud 李	6	0.000012
探讨 vt	6	0.000012
ns 长城	6	0.000012
长城 ns	6	0.000012
场面 n	6	0.000012
ad 形成	6	0.000012
wu 区	6	0.000012
路 qv	6	0.000012
衣 Ng	6	0.000012
nrf 磊	6	0.000012
磊 nrg	6	0.000012
n 加	6	0.000012
wkz 月	6	0.000012
以北 f	6	0.000012
n 大部	6	0.000012
江淮 jn	6	0.000012
wd 改革	6	0.000012
wd 了解	6	0.000012
ul 良好	6	0.000012
过渡 vn	6	0.000012
w 香港	6	0.000012
qt 不	6	0.000012
qe 来自	6	0.000012
运作 vn	6	0.000012
重申 vt	6	0.000012
wd 指出	6	0.000012
贷款 vi	6	0.000012
长官 n	6	0.000012
c 月	6	0.000012
社论 n	6	0.000012
a 更	6	0.000012
ud 步伐	6	0.000012
n 深	6	0.000012
完全 a	6	0.000012
全世界 n	6	0.000012
值得 vt	6	0.000012
wd 一切	6	0.000012
d 按	6	0.000012
n 秦	6	0.000012
n 比赛	6	0.000012
vt 电视	6	0.000012
m 活动	6	0.000012
vu 向	6	0.000012
号 n	6	0.000012
f 具有	6	0.000012
n 同胞	6	0.000012
d 应该	6	0.000012
wj 可	6	0.000012
ud 客观	6	0.000012
vt 作为	6	0.000012
d 影响	6	0.000012
w 据	6	0.000012
ud 部分	6	0.000012
vt 另	6	0.000012
wu 华北	6	0.000012
n 较为	6	0.000012
wd 部分	6	0.000012
自民党 n	6	0.000012
vu 出现	6	0.000012
d 参与	6	0.000012
wd 不管	6	0.000012
p 新加坡	6	0.000012
ns 政局	6	0.000012
波兰 ns	6	0.000012
dc 需要	6	0.000012
d 建设	6	0.000012
n 进口	6	0.000012
成功 an	6	0.000012
vn 增长	6	0.000012
n 林	6	0.000012
ns 使馆	6	0.000012
qd 多	6	0.000012
nr wj	6	0.000012
nrf 大使	6	0.000012
n 抱	6	0.000012
n 包	6	0.000012
vi 呢	6	0.000012
m 站	6	0.000012
d 下	6	0.000012
随即 d	6	0.000012
u 时	6	0.000012
n 团体	6	0.000012
a 为	6	0.000012
c 进步	6	0.000012
活跃 a	6	0.000012
群体 n	6	0.000012
阶层 n	6	0.000012
rr 先后	6	0.000012
vn 并	6	0.000012
wd 确保	6	0.000012
d 吸收	6	0.000012
快速 b	6	0.000012
法庭 n	6	0.000012
释放 vt	6	0.000012
监狱 n	6	0.000012
联邦 n	6	0.000012
n 边防	6	0.000012
战斗力 n	6	0.000012
jn 国内	6	0.000012
ud 需求	6	0.000012
p 日前	6	0.000012
c 水果	6	0.000012
p 四	6	0.000012
qe 银行	6	0.000012
ql wj	6	0.000012
制作 vn	6	0.000012
c 历史	6	0.000012
显露 vt	6	0.000012
a 基础	6	0.000012
停留 vt	6	0.000012
卷 juan4	6	0.000012
jn 英	6	0.000012
品格 n	6	0.000012
多达 vt	6	0.000012
rr 已经	6	0.000012
wd 推广	6	0.000012
vq 其他	6	0.000012
wp 记	6	0.000012
现任 vt	6	0.000012
具体 ad	6	0.000012
突出 vt	6	0.000012
ud 效果	6	0.000012
vt 笔	6	0.000012
富 Vg	6	0.000012
wd 后来	6	0.000012
初 d	6	0.000012
wd 此次	6	0.000012
m 该	6	0.000012
p 河南	6	0.000012
u 手	6	0.000012
uz 自己	6	0.000012
n 追求	6	0.000012
c 保持	6	0.000012
d 落后	6	0.000012
p 资源	6	0.000012
n 相当	6	0.000012
a 途径	6	0.000012
ud 农业	6	0.000012
vl 产业	6	0.000012
wd 各地	6	0.000012
c 组织	6	0.000012
n 批发	6	0.000012
总量 n	6	0.000012
n 吸引	6	0.000012
蛋 n	6	0.000012
全镇 n	6	0.000012
jm 纯收入	6	0.000012
wd 降低	6	0.000012
ud 优化	6	0.000012
ud 综合	6	0.000012
n 目前	6	0.000012
wd 科技	6	0.000012
润五 nrg	6	0.000012
亲人 n	6	0.000012
nrf 花蕊	6	0.000012
花蕊 nrg	6	0.000012
姐妹 n	6	0.000012
奶奶 n	6	0.000012
感情 n	6	0.000012
想起 vt	6	0.000012
去世 vi	6	0.000012
派 vt	6	0.000012
厂长 n	6	0.000012
wyy 我	6	0.000012
df 愿	6	0.000012
ns 到	6	0.000012
nrf 明	6	0.000012
ud 女儿	6	0.000012
wd 其实	6	0.000012
vt 人生	6	0.000012
u 形式	6	0.000012
年均 jm	6	0.000012
p 家庭	6	0.000012
n 引	6	0.000012
高产 vn	6	0.000012
wd 职工	6	0.000012
wyz 文化	6	0.000012
vt 减少	6	0.000012
堵塞 vt	6	0.000012
畅通 a	6	0.000012
n 严格	6	0.000012
vn 秩序	6	0.000012
货车 n	6	0.000012
大桥 n	6	0.000012
wd 交通	6	0.000012
路段 n	6	0.000012
vt 警力	6	0.000012
n 违章	6	0.000012
vn 明显	6	0.000012
m 政府	6	0.000012
ad 改变	6	0.000012
vt 新风	6	0.000012
二日 t	6	0.000012
b 城市	6	0.000012
东直门 ns	6	0.000012
p 老人	6	0.000012
博物馆 n	6	0.000012
b 青年	6	0.000012
wd 站	6	0.000012
生日 n	6	0.000012
横 vt	6	0.000012
vt 土	6	0.000012
土 n	6	0.000012
wj 有人	6	0.000012
药 n	6	0.000012
财富 n	6	0.000012
音乐厅 n	6	0.000012
n 系列	6	0.000012
wp wyz	6	0.000012
默默 d	6	0.000012
只见 vt	6	0.000012
p 电子	6	0.000012
vn 车辆	6	0.000012
n 号码	6	0.000012
出租车 n	6	0.000012
vt 违章	6	0.000012
查处 vt	6	0.000012
wyy wm	6	0.000012
wd 一律	6	0.000012
曝光 vi	6	0.000012
n 高速公路	6	0.000012
通车 vi	6	0.000012
nz 文化	6	0.000012
出版 vn	6	0.000012
传记 n	6	0.000012
wkz 四	6	0.000012
p 科学	6	0.000012
濒临 vt	6	0.000012
wd 凡	6	0.000012
